PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5686
Apogee: 2120' AGL
Ground Elevation: -145' MSL
NumSamps: 2424
Flight Number: 3
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 12.20 Seconds
Main At: 80.50 Seconds
Max Drogue Current: 8 Amps
Max Main Current: 6 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
0.00, -85, 0, 71.44, 8.30
0.05, -75, 200, 71.44, 8.30
0.10, -65, 216, 71.44, 8.30
0.15, -53, 212, 71.42, 8.30
0.20, -43, 212, 71.44, 8.20
0.25, -32, 209, 71.42, 8.20
0.30, -20, 203, 71.44, 8.30
0.35, -12, 196, 71.44, 8.30
0.40, -2, 187, 71.44, 8.30
0.45, 6, 180, 71.44, 8.30
0.50, 15, 173, 71.42, 8.20
0.55, 24, 167, 71.44, 8.30
0.60, 31, 163, 71.44, 8.30
0.65, 39, 160, 71.42, 8.20
0.70, 47, 159, 71.44, 8.20
0.75, 54, 160, 71.44, 8.30
0.80, 63, 162, 71.42, 8.30
0.85, 70, 165, 71.44, 8.30
0.90, 79, 169, 71.44, 8.20
0.95, 88, 170, 71.44, 8.30
1.00, 98, 170, 71.44, 8.30
1.05, 105, 169, 71.44, 8.20
1.10, 114, 169, 71.42, 8.20
1.15, 121, 169, 71.44, 8.20
1.20, 130, 173, 71.44, 8.30
1.25, 138, 178, 71.44, 8.30
1.30, 148, 184, 71.42, 8.30
1.35, 158, 191, 71.44, 8.30
1.40, 167, 197, 71.44, 8.30
1.45, 178, 203, 71.42, 8.20
1.50, 188, 208, 71.42, 8.20
1.55, 198, 213, 71.44, 8.30
1.60, 210, 218, 71.44, 8.30
1.65, 221, 223, 71.42, 8.20
1.70, 232, 228, 71.44, 8.30
1.75, 243, 233, 71.44, 8.20
1.80, 256, 237, 71.42, 8.30
1.85, 268, 241, 71.44, 8.20
1.90, 281, 244, 71.42, 8.30
1.95, 292, 247, 71.44, 8.30
2.00, 304, 250, 71.44, 8.20
2.05, 318, 253, 71.44, 8.30
2.10, 331, 259, 71.44, 8.30
2.15, 342, 265, 71.44, 8.20
2.20, 357, 271, 71.44, 8.30
2.25, 371, 278, 71.44, 8.20
2.30, 385, 284, 71.44, 8.20
2.35, 400, 289, 71.42, 8.30
2.40, 414, 296, 71.44, 8.20
2.45, 429, 302, 71.44, 8.20
2.50, 445, 310, 71.44, 8.20
2.55, 460, 320, 71.44, 8.20
2.60, 476, 332, 71.44, 8.30
2.65, 494, 345, 71.42, 8.20
2.70, 511, 358, 71.44, 8.20
2.75, 531, 369, 71.44, 8.30
2.80, 550, 378, 71.44, 8.30
2.85, 570, 383, 71.44, 8.30
2.90, 589, 384, 71.44, 8.30
2.95, 609, 382, 71.44, 8.20
3.00, 627, 379, 71.44, 8.30
3.05, 647, 374, 71.42, 8.20
3.10, 665, 370, 71.44, 8.20
3.15, 682, 368, 71.44, 8.30
3.20, 700, 369, 71.44, 8.30
3.25, 719, 372, 71.44, 8.30
3.30, 738, 375, 71.44, 8.20
3.35, 758, 379, 71.42, 8.30
3.40, 775, 381, 71.44, 8.30
3.45, 794, 377, 71.42, 8.20
3.50, 818, 367, 71.42, 8.20
3.55, 835, 351, 71.44, 8.20
3.60, 850, 329, 71.42, 8.20
3.65, 865, 305, 71.44, 8.20
3.70, 881, 282, 71.44, 8.30
3.75, 891, 265, 71.42, 8.30
3.80, 903, 255, 71.44, 8.20
3.85, 914, 253, 71.44, 8.30
3.90, 927, 259, 71.42, 8.20
3.95, 940, 270, 71.42, 8.20
4.00, 954, 282, 71.44, 8.30
4.05, 970, 294, 71.44, 8.30
4.10, 986, 302, 71.44, 8.30
4.15, 1001, 307, 71.44, 8.30
4.20, 1017, 307, 71.44, 8.30
4.25, 1033, 305, 71.44, 8.30
4.30, 1048, 300, 71.42, 8.30
4.35, 1062, 295, 71.44, 8.30
4.40, 1076, 289, 71.42, 8.20
4.45, 1092, 284, 71.42, 8.30
4.50, 1105, 278, 71.44, 8.20
4.55, 1118, 274, 71.44, 8.30
4.60, 1131, 269, 71.44, 8.30
4.65, 1146, 267, 71.42, 8.30
4.70, 1158, 265, 71.44, 8.30
4.75, 1170, 264, 71.44, 8.30
4.80, 1185, 263, 71.44, 8.30
4.85, 1198, 262, 71.44, 8.20
4.90, 1211, 260, 71.42, 8.20
4.95, 1223, 258, 71.44, 8.30
5.00, 1236, 256, 71.44, 8.30
5.05, 1249, 253, 71.44, 8.30
5.10, 1263, 250, 71.42, 8.30
5.15, 1275, 246, 71.44, 8.30
5.20, 1285, 242, 71.44, 8.30
5.25, 1297, 240, 71.42, 8.30
5.30, 1310, 238, 71.42, 8.20
5.35, 1322, 238, 71.42, 8.20
5.40, 1333, 237, 71.42, 8.30
5.45, 1346, 237, 71.42, 8.30
5.50, 1357, 237, 71.42, 8.30
5.55, 1368, 236, 71.44, 8.30
5.60, 1381, 234, 71.42, 8.30
5.65, 1393, 233, 71.42, 8.30
5.70, 1404, 230, 71.42, 8.20
5.75, 1416, 226, 71.42, 8.30
5.80, 1426, 224, 71.42, 8.30
5.85, 1437, 221, 71.44, 8.20
5.90, 1449, 218, 71.42, 8.30
5.95, 1459, 216, 71.42, 8.30
6.00, 1470, 213, 71.42, 8.20
6.05, 1481, 210, 71.42, 8.30
6.10, 1490, 208, 71.44, 8.30
6.15, 1501, 207, 71.44, 8.30
6.20, 1511, 205, 71.44, 8.30
6.25, 1522, 205, 71.42, 8.20
6.30, 1531, 203, 71.44, 8.30
6.35, 1542, 201, 71.42, 8.30
6.40, 1552, 198, 71.42, 8.20
6.45, 1562, 194, 71.44, 8.30
6.50, 1571, 190, 71.42, 8.20
6.55, 1580, 187, 71.44, 8.30
6.60, 1590, 184, 71.42, 8.20
6.65, 1598, 181, 71.42, 8.30
6.70, 1607, 178, 71.44, 8.20
6.75, 1617, 176, 71.42, 8.30
6.80, 1625, 174, 71.42, 8.30
6.85, 1633, 174, 71.44, 8.30
6.90, 1641, 175, 71.44, 8.30
6.95, 1650, 176, 71.42, 8.30
7.00, 1661, 176, 71.42, 8.20
7.05, 1669, 176, 71.42, 8.20
7.10, 1677, 176, 71.42, 8.30
7.15, 1685, 174, 71.42, 8.30
7.20, 1696, 173, 71.42, 8.30
7.25, 1702, 172, 71.42, 8.30
7.30, 1712, 169, 71.42, 8.30
7.35, 1722, 165, 71.42, 8.30
7.40, 1729, 161, 71.42, 8.20
7.45, 1735, 156, 71.42, 8.30
7.50, 1744, 153, 71.42, 8.30
7.55, 1751, 151, 71.42, 8.30
7.60, 1758, 150, 71.42, 8.30
7.65, 1766, 150, 71.42, 8.30
7.70, 1774, 150, 71.42, 8.30
7.75, 1781, 149, 71.42, 8.20
7.80, 1789, 147, 71.42, 8.30
7.85, 1795, 144, 71.42, 8.30
7.90, 1803, 140, 71.42, 8.30
7.95, 1811, 135, 71.42, 8.30
8.00, 1816, 132, 71.42, 8.30
8.05, 1822, 130, 71.42, 8.30
8.10, 1828, 130, 71.44, 8.20
8.15, 1835, 130, 71.42, 8.20
8.20, 1842, 130, 71.42, 8.30
8.25, 1849, 129, 71.42, 8.30
8.30, 1856, 127, 71.42, 8.20
8.35, 1861, 124, 71.42, 8.30
8.40, 1866, 121, 71.44, 8.30
8.45, 1873, 119, 71.44, 8.30
8.50, 1880, 117, 71.42, 8.30
8.55, 1884, 117, 71.42, 8.30
8.60, 1890, 115, 71.42, 8.30
8.65, 1897, 114, 71.42, 8.30
8.70, 1901, 114, 71.44, 8.30
8.75, 1907, 112, 71.42, 8.30
8.80, 1914, 111, 71.42, 8.30
8.85, 1918, 110, 71.42, 8.30
8.90, 1924, 108, 71.42, 8.20
8.95, 1930, 107, 71.42, 8.30
9.00, 1933, 107, 71.42, 8.30
9.05, 1940, 107, 71.42, 8.20
9.10, 1945, 107, 71.42, 8.30
9.15, 1952, 107, 71.42, 8.20
9.20, 1956, 106, 71.42, 8.30
9.25, 1960, 105, 71.42, 8.20
9.30, 1967, 104, 71.42, 8.30
9.35, 1972, 102, 71.42, 8.30
9.40, 1977, 100, 71.42, 8.30
9.45, 1981, 98, 71.44, 8.20
9.50, 1986, 96, 71.42, 8.30
9.55, 1992, 93, 71.42, 8.20
9.60, 1996, 91, 71.42, 8.30
9.65, 1999, 89, 71.42, 8.30
9.70, 2005, 86, 71.42, 8.30
9.75, 2009, 85, 71.42, 8.20
9.80, 2012, 83, 71.42, 8.20
9.85, 2017, 81, 71.42, 8.20
9.90, 2021, 81, 71.42, 8.30
9.95, 2024, 80, 71.42, 8.30
10.00, 2029, 78, 71.42, 8.20
10.05, 2033, 77, 71.42, 8.30
10.10, 2036, 74, 71.42, 8.20
10.15, 2040, 71, 71.42, 8.20
10.20, 2044, 68, 71.42, 8.30
10.25, 2046, 65, 71.42, 8.30
10.30, 2050, 63, 71.42, 8.30
10.35, 2053, 61, 71.42, 8.30
10.40, 2054, 61, 71.42, 8.30
10.45, 2059, 60, 71.42, 8.20
10.50, 2062, 59, 71.42, 8.30
10.55, 2065, 57, 71.42, 8.30
10.60, 2067, 54, 71.44, 8.30
10.65, 2070, 51, 71.42, 8.30
10.70, 2072, 49, 71.42, 8.20
10.75, 2075, 47, 71.42, 8.30
10.80, 2076, 47, 71.42, 8.20
10.85, 2079, 47, 71.42, 8.20
10.90, 2081, 48, 71.42, 8.20
10.95, 2085, 47, 71.42, 8.30
11.00, 2086, 46, 71.42, 8.20
11.05, 2089, 44, 71.42, 8.30
11.10, 2090, 43, 71.42, 8.30
11.15, 2093, 41, 71.42, 8.30
11.20, 2094, 41, 71.42, 8.30
11.25, 2097, 39, 71.42, 8.30
11.30, 2099, 38, 71.42, 8.30
11.35, 2100, 36, 71.42, 8.30
11.40, 2102, 33, 71.42, 8.20
11.45, 2105, 31, 71.42, 8.30
11.50, 2104, 30, 71.42, 8.30
11.55, 2106, 29, 71.42, 8.30
11.60, 2107, 30, 71.42, 8.30
11.65, 2110, 29, 71.42, 8.20
11.70, 2112, 27, 71.42, 8.30
11.75, 2112, 25, 71.42, 8.20
11.80, 2113, 22, 71.42, 8.20
11.85, 2114, 19, 71.42, 8.20
11.90, 2115, 18, 71.42, 8.30
11.95, 2116, 17, 71.42, 8.30
12.00, 2116, 15, 71.42, 8.30
12.05, 2117, 13, 71.42, 8.30
12.10, 2119, 10, 71.42, 8.30
12.15, 2119, 7, 71.42, 8.30
12.20, 2118, 3, 71.42, 8.30
12.25, 1926, -6, 71.42, 8.20
12.30, 2341, -33, 71.42, 8.20
12.35, 2228, -63, 71.42, 8.20
12.40, 1993, -94, 71.42, 8.20
12.45, 2064, -112, 71.42, 8.20
12.50, 2090, -91, 71.42, 8.20
12.55, 2047, -43, 71.42, 8.20
12.60, 2097, 14, 71.42, 8.20
12.65, 2111, 67, 71.42, 8.30
12.70, 2116, 98, 71.42, 8.20
12.75, 2104, 94, 71.42, 8.20
12.80, 2114, 79, 71.42, 8.20
12.85, 2118, 59, 71.42, 8.20
12.90, 2122, 38, 71.42, 8.20
12.95, 2123, 25, 71.42, 8.20
13.00, 2121, 14, 71.42, 8.30
13.05, 2120, 7, 71.42, 8.20
13.10, 2120, 2, 71.42, 8.20
13.15, 2120, 3, 71.42, 8.20
13.20, 2122, 6, 71.42, 8.20
13.25, 2119, 10, 71.42, 8.30
13.30, 2127, 13, 71.42, 8.30
13.35, 2121, 16, 71.42, 8.30
13.40, 2120, 17, 71.42, 8.30
13.45, 2123, 7, 71.42, 8.30
13.50, 2137, -7, 71.42, 8.30
13.55, 2125, -27, 71.42, 8.30
13.60, 2124, -46, 71.42, 8.30
13.65, 2113, -54, 71.42, 8.30
13.70, 2110, -50, 71.42, 8.30
13.75, 2112, -38, 71.42, 8.20
13.80, 2111, -22, 71.42, 8.30
13.85, 2112, -8, 71.42, 8.30
13.90, 2112, -2, 71.42, 8.30
13.95, 2112, -1, 71.42, 8.20
14.00, 2113, -2, 71.40, 8.20
14.05, 2110, -3, 71.42, 8.30
14.10, 2112, -3, 71.42, 8.20
14.15, 2110, -4, 71.42, 8.20
14.20, 2112, -8, 71.42, 8.30
14.25, 2111, -16, 71.42, 8.30
14.30, 2111, -28, 71.42, 8.30
14.35, 2111, -39, 71.42, 8.30
14.40, 2104, -43, 71.42, 8.30
14.45, 2099, -32, 71.42, 8.30
14.50, 2096, 4, 71.42, 8.30
14.55, 2096, 54, 71.42, 8.30
14.60, 2102, 103, 71.42, 8.30
14.65, 2107, 131, 71.42, 8.20
14.70, 2131, 150, 71.42, 8.20
14.75, 2162, 168, 71.42, 8.30
14.80, 2142, 212, 71.42, 8.30
14.85, 2118, 282, 71.42, 8.20
14.90, 2105, 335, 71.42, 8.20
14.95, 2238, 333, 71.42, 8.30
15.00, 2261, 238, 71.42, 8.20
15.05, 2274, 78, 71.42, 8.20
15.10, 2186, -108, 71.42, 8.30
15.15, 2186, -249, 71.42, 8.20
15.20, 2168, -312, 71.42, 8.30
15.25, 2136, -310, 71.42, 8.30
15.30, 2154, -285, 71.42, 8.20
15.35, 2140, -264, 71.42, 8.30
15.40, 2120, -257, 71.42, 8.30
15.45, 2103, -268, 71.42, 8.30
15.50, 2086, -223, 71.42, 8.30
15.55, 2075, -76, 71.42, 8.30
15.60, 2063, 170, 71.42, 8.20
15.65, 2056, 503, 71.40, 8.20
15.70, 2053, 820, 71.42, 8.30
15.75, 2197, 967, 71.42, 8.30
15.80, 2392, 878, 71.42, 8.30
15.85, 2402, 565, 71.42, 8.30
15.90, 2351, 103, 71.42, 8.30
15.95, 2288, -344, 71.42, 8.30
16.00, 2233, -635, 71.42, 8.30
16.05, 2185, -722, 71.42, 8.30
16.10, 2146, -630, 71.42, 8.30
16.15, 2118, -432, 71.42, 8.20
16.20, 2102, -222, 71.42, 8.30
16.25, 2189, -87, 71.42, 8.30
16.30, 2194, -37, 71.42, 8.30
16.35, 2165, 11, 71.40, 8.30
16.40, 2128, 98, 71.40, 8.30
16.45, 2098, 270, 71.42, 8.30
16.50, 2076, 541, 71.42, 8.30
16.55, 2127, 749, 71.40, 8.20
16.60, 2360, 776, 71.40, 8.30
16.65, 2409, 597, 71.40, 8.30
16.70, 2376, 219, 71.42, 8.30
16.75, 2316, -231, 71.42, 8.30
16.80, 2258, -578, 71.40, 8.30
16.85, 2205, -770, 71.40, 8.30
16.90, 2163, -809, 71.42, 8.30
16.95, 2127, -732, 71.40, 8.30
17.00, 2099, -615, 71.42, 8.30
17.05, 2075, -487, 71.38, 8.30
17.10, 2054, -376, 71.40, 8.30
17.15, 2039, -287, 71.40, 8.30
17.20, 2026, -228, 71.38, 8.30
17.25, 2050, -216, 71.40, 8.30
17.30, 2060, -226, 71.38, 8.30
17.35, 1987, -233, 71.40, 8.30
17.40, 1970, -238, 71.40, 8.30
17.45, 1988, -226, 71.40, 8.30
17.50, 1981, -199, 71.40, 8.30
17.55, 1966, -124, 71.38, 8.30
17.60, 1959, -63, 71.40, 8.30
17.65, 1950, -4, 71.42, 8.30
17.70, 1935, 52, 71.42, 8.30
17.75, 1921, -10, 71.40, 8.20
17.80, 1918, -58, 71.38, 8.30
17.85, 1917, -102, 71.42, 8.30
17.90, 1920, -148, 71.38, 8.20
17.95, 1918, -130, 71.40, 8.30
18.00, 1917, -116, 71.40, 8.20
18.05, 1917, -104, 71.40, 8.30
18.10, 1913, -95, 71.42, 8.30
18.15, 1912, -90, 71.40, 8.30
18.20, 1907, -86, 71.42, 8.20
18.25, 1907, -83, 71.38, 8.20
18.30, 1906, -78, 71.40, 8.20
18.35, 1906, -70, 71.40, 8.30
18.40, 1903, -64, 71.40, 8.20
18.45, 1901, -58, 71.42, 8.20
18.50, 1901, -54, 71.40, 8.20
18.55, 1898, -51, 71.40, 8.20
18.60, 1896, -47, 71.40, 8.30
18.65, 1894, -43, 71.42, 8.30
18.70, 1894, -38, 71.40, 8.30
18.75, 1891, -34, 71.38, 8.30
18.80, 1887, -31, 71.40, 8.20
18.85, 1883, -29, 71.40, 8.30
18.90, 1881, -28, 71.40, 8.30
18.95, 1879, -28, 71.40, 8.30
19.00, 1877, -28, 71.38, 8.30
19.05, 1877, -28, 71.40, 8.30
19.10, 1874, -28, 71.42, 8.30
19.15, 1872, -27, 71.38, 8.30
19.20, 1870, -26, 71.38, 8.20
19.25, 1872, -26, 71.38, 8.30
19.30, 1872, -25, 71.38, 8.30
19.35, 1869, -25, 71.40, 8.30
19.40, 1869, -25, 71.38, 8.30
19.45, 1868, -25, 71.40, 8.30
19.50, 1869, -24, 71.38, 8.30
19.55, 1866, -23, 71.42, 8.30
19.60, 1865, -23, 71.38, 8.30
19.65, 1861, -22, 71.40, 8.30
19.70, 1858, -21, 71.38, 8.30
19.75, 1861, -20, 71.38, 8.30
19.80, 1865, -18, 71.38, 8.30
19.85, 1866, -17, 71.38, 8.20
19.90, 1864, -16, 71.40, 8.30
19.95, 1860, -16, 71.38, 8.20
20.00, 1859, -16, 71.38, 8.30
20.05, 1860, -16, 71.40, 8.30
20.10, 1859, -17, 71.40, 8.30
20.15, 1858, -16, 71.38, 8.30
20.20, 1858, -16, 71.38, 8.30
20.25, 1858, -15, 71.40, 8.30
20.30, 1855, -15, 71.38, 8.30
20.35, 1852, -16, 71.40, 8.30
20.40, 1853, -16, 71.38, 8.30
20.45, 1852, -16, 71.40, 8.30
20.50, 1852, -16, 71.38, 8.30
20.55, 1853, -16, 71.38, 8.20
20.60, 1853, -15, 71.38, 8.30
20.65, 1851, -15, 71.38, 8.30
20.70, 1851, -15, 71.38, 8.30
20.75, 1850, -16, 71.38, 8.30
20.80, 1852, -17, 71.38, 8.20
20.85, 1855, -17, 71.38, 8.30
20.90, 1850, -18, 71.38, 8.20
20.95, 1847, -17, 71.38, 8.30
21.00, 1842, -17, 71.38, 8.30
21.05, 1838, -17, 71.38, 8.30
21.10, 1841, -17, 71.38, 8.20
21.15, 1842, -17, 71.40, 8.30
21.20, 1842, -18, 71.38, 8.20
21.25, 1842, -18, 71.38, 8.30
21.30, 1840, -18, 71.38, 8.30
21.35, 1838, -18, 71.38, 8.30
21.40, 1837, -18, 71.38, 8.20
21.45, 1834, -18, 71.38, 8.20
21.50, 1836, -18, 71.38, 8.30
21.55, 1835, -19, 71.38, 8.20
21.60, 1833, -19, 71.38, 8.30
21.65, 1831, -20, 71.40, 8.30
21.70, 1830, -20, 71.38, 8.20
21.75, 1830, -20, 71.38, 8.30
21.80, 1829, -21, 71.38, 8.30
21.85, 1828, -21, 71.38, 8.30
21.90, 1829, -21, 71.38, 8.30
21.95, 1827, -20, 71.38, 8.30
22.00, 1826, -19, 71.38, 8.30
22.05, 1826, -18, 71.38, 8.30
22.10, 1825, -18, 71.38, 8.30
22.15, 1824, -18, 71.38, 8.30
22.20, 1822, -19, 71.38, 8.30
22.25, 1820, -19, 71.38, 8.30
22.30, 1818, -19, 71.38, 8.30
22.35, 1820, -19, 71.38, 8.30
22.40, 1817, -19, 71.38, 8.20
22.45, 1817, -19, 71.38, 8.30
22.50, 1815, -19, 71.38, 8.20
22.55, 1814, -19, 71.38, 8.30
22.60, 1814, -19, 71.38, 8.20
22.65, 1812, -19, 71.38, 8.20
22.70, 1813, -19, 71.38, 8.20
22.75, 1810, -19, 71.38, 8.20
22.80, 1809, -19, 71.38, 8.20
22.85, 1808, -19, 71.38, 8.30
22.90, 1808, -19, 71.38, 8.20
22.95, 1808, -20, 71.38, 8.30
23.00, 1806, -20, 71.38, 8.20
23.05, 1806, -20, 71.38, 8.20
23.10, 1806, -19, 71.38, 8.20
23.15, 1805, -19, 71.38, 8.20
23.20, 1804, -19, 71.38, 8.20
23.25, 1803, -18, 71.38, 8.20
23.30, 1801, -18, 71.40, 8.20
23.35, 1800, -18, 71.38, 8.20
23.40, 1801, -19, 71.38, 8.20
23.45, 1798, -19, 71.38, 8.20
23.50, 1796, -19, 71.38, 8.20
23.55, 1796, -19, 71.38, 8.20
23.60, 1794, -18, 71.38, 8.20
23.65, 1793, -18, 71.38, 8.30
23.70, 1792, -18, 71.38, 8.20
23.75, 1792, -18, 71.38, 8.20
23.80, 1791, -18, 71.38, 8.20
23.85, 1790, -18, 71.38, 8.20
23.90, 1789, -18, 71.38, 8.20
23.95, 1788, -18, 71.38, 8.30
24.00, 1788, -18, 71.38, 8.20
24.05, 1786, -19, 71.38, 8.20
24.10, 1786, -19, 71.38, 8.30
24.15, 1787, -18, 71.38, 8.30
24.20, 1784, -18, 71.38, 8.20
24.25, 1783, -18, 71.38, 8.30
24.30, 1784, -18, 71.37, 8.20
24.35, 1781, -18, 71.38, 8.20
24.40, 1780, -18, 71.38, 8.20
24.45, 1778, -18, 71.38, 8.20
24.50, 1778, -17, 71.38, 8.20
24.55, 1778, -17, 71.38, 8.20
24.60, 1777, -17, 71.38, 8.20
24.65, 1776, -17, 71.38, 8.20
24.70, 1775, -17, 71.38, 8.20
24.75, 1775, -17, 71.37, 8.20
24.80, 1774, -17, 71.38, 8.20
24.85, 1772, -17, 71.38, 8.20
24.90, 1772, -17, 71.37, 8.20
24.95, 1771, -17, 71.38, 8.20
25.00, 1770, -17, 71.37, 8.20
25.05, 1768, -17, 71.38, 8.20
25.10, 1769, -17, 71.38, 8.30
25.15, 1768, -17, 71.38, 8.20
25.20, 1769, -17, 71.37, 8.20
25.25, 1767, -17, 71.37, 8.20
25.30, 1765, -17, 71.38, 8.20
25.35, 1765, -17, 71.37, 8.20
25.40, 1764, -17, 71.38, 8.20
25.45, 1763, -17, 71.37, 8.30
25.50, 1763, -16, 71.38, 8.20
25.55, 1761, -17, 71.38, 8.20
25.60, 1762, -17, 71.38, 8.20
25.65, 1760, -17, 71.38, 8.20
25.70, 1759, -17, 71.38, 8.20
25.75, 1758, -17, 71.38, 8.20
25.80, 1758, -17, 71.38, 8.20
25.85, 1757, -17, 71.35, 8.20
25.90, 1756, -17, 71.38, 8.20
25.95, 1755, -17, 71.37, 8.20
26.00, 1755, -16, 71.38, 8.20
26.05, 1753, -17, 71.37, 8.20
26.10, 1751, -17, 71.37, 8.30
26.15, 1751, -17, 71.37, 8.20
26.20, 1750, -17, 71.38, 8.20
26.25, 1749, -17, 71.38, 8.30
26.30, 1747, -17, 71.38, 8.30
26.35, 1748, -17, 71.35, 8.30
26.40, 1747, -17, 71.37, 8.30
26.45, 1746, -17, 71.38, 8.30
26.50, 1745, -17, 71.37, 8.30
26.55, 1745, -17, 71.38, 8.30
26.60, 1744, -16, 71.38, 8.20
26.65, 1742, -16, 71.37, 8.20
26.70, 1743, -16, 71.37, 8.20
26.75, 1740, -16, 71.38, 8.20
26.80, 1740, -16, 71.35, 8.20
26.85, 1738, -16, 71.38, 8.20
26.90, 1737, -16, 71.38, 8.20
26.95, 1740, -16, 71.35, 8.20
27.00, 1738, -16, 71.35, 8.20
27.05, 1735, -16, 71.38, 8.20
27.10, 1735, -16, 71.37, 8.30
27.15, 1733, -16, 71.38, 8.20
27.20, 1734, -16, 71.35, 8.20
27.25, 1733, -16, 71.37, 8.20
27.30, 1732, -16, 71.38, 8.30
27.35, 1731, -16, 71.38, 8.20
27.40, 1731, -16, 71.38, 8.20
27.45, 1731, -16, 71.37, 8.20
27.50, 1729, -16, 71.37, 8.20
27.55, 1728, -17, 71.37, 8.20
27.60, 1729, -17, 71.37, 8.20
27.65, 1728, -17, 71.37, 8.20
27.70, 1728, -17, 71.37, 8.20
27.75, 1726, -17, 71.37, 8.20
27.80, 1726, -17, 71.38, 8.20
27.85, 1724, -17, 71.35, 8.20
27.90, 1724, -17, 71.37, 8.30
27.95, 1723, -17, 71.38, 8.20
28.00, 1722, -17, 71.37, 8.20
28.05, 1721, -17, 71.38, 8.20
28.10, 1720, -16, 71.38, 8.20
28.15, 1720, -16, 71.35, 8.30
28.20, 1719, -16, 71.37, 8.20
28.25, 1717, -16, 71.38, 8.30
28.30, 1716, -16, 71.38, 8.20
28.35, 1715, -16, 71.38, 8.20
28.40, 1715, -16, 71.38, 8.20
28.45, 1714, -16, 71.35, 8.20
28.50, 1711, -16, 71.38, 8.20
28.55, 1711, -16, 71.37, 8.20
28.60, 1709, -17, 71.37, 8.30
28.65, 1709, -17, 71.37, 8.20
28.70, 1709, -17, 71.37, 8.30
28.75, 1708, -17, 71.38, 8.20
28.80, 1706, -17, 71.38, 8.20
28.85, 1705, -17, 71.37, 8.20
28.90, 1705, -17, 71.38, 8.20
28.95, 1705, -17, 71.37, 8.20
29.00, 1704, -17, 71.37, 8.20
29.05, 1703, -17, 71.37, 8.20
29.10, 1702, -17, 71.38, 8.20
29.15, 1701, -17, 71.37, 8.20
29.20, 1701, -17, 71.35, 8.20
29.25, 1699, -17, 71.38, 8.20
29.30, 1701, -17, 71.37, 8.20
29.35, 1699, -17, 71.38, 8.20
29.40, 1699, -17, 71.35, 8.20
29.45, 1697, -16, 71.38, 8.20
29.50, 1698, -16, 71.35, 8.20
29.55, 1696, -16, 71.35, 8.30
29.60, 1696, -16, 71.35, 8.30
29.65, 1693, -16, 71.38, 8.20
29.70, 1693, -16, 71.37, 8.30
29.75, 1692, -16, 71.38, 8.20
29.80, 1691, -16, 71.37, 8.20
29.85, 1691, -16, 71.37, 8.20
29.90, 1690, -16, 71.37, 8.20
29.95, 1689, -16, 71.38, 8.20
30.00, 1689, -16, 71.37, 8.20
30.05, 1687, -16, 71.37, 8.20
30.10, 1685, -15, 71.38, 8.20
30.15, 1684, -15, 71.35, 8.20
30.20, 1683, -16, 71.35, 8.20
30.25, 1683, -16, 71.37, 8.30
30.30, 1683, -16, 71.37, 8.20
30.35, 1682, -16, 71.35, 8.20
30.40, 1680, -16, 71.37, 8.20
30.45, 1681, -16, 71.38, 8.20
30.50, 1680, -16, 71.35, 8.30
30.55, 1680, -16, 71.35, 8.20
30.60, 1678, -16, 71.37, 8.20
30.65, 1678, -15, 71.35, 8.20
30.70, 1676, -15, 71.38, 8.20
30.75, 1675, -15, 71.38, 8.20
30.80, 1676, -15, 71.35, 8.20
30.85, 1674, -16, 71.37, 8.30
30.90, 1673, -16, 71.37, 8.20
30.95, 1674, -16, 71.35, 8.20
31.00, 1673, -16, 71.38, 8.20
31.05, 1672, -16, 71.37, 8.20
31.10, 1672, -16, 71.37, 8.20
31.15, 1669, -15, 71.38, 8.20
31.20, 1670, -15, 71.37, 8.20
31.25, 1670, -15, 71.37, 8.20
31.30, 1668, -16, 71.37, 8.20
31.35, 1668, -16, 71.37, 8.20
31.40, 1667, -16, 71.35, 8.20
31.45, 1666, -16, 71.35, 8.20
31.50, 1666, -17, 71.35, 8.20
31.55, 1664, -16, 71.35, 8.20
31.60, 1665, -16, 71.35, 8.20
31.65, 1663, -16, 71.37, 8.20
31.70, 1662, -16, 71.37, 8.20
31.75, 1661, -16, 71.37, 8.20
31.80, 1661, -16, 71.35, 8.30
31.85, 1659, -16, 71.35, 8.30
31.90, 1658, -17, 71.37, 8.30
31.95, 1656, -17, 71.38, 8.30
32.00, 1657, -17, 71.37, 8.20
32.05, 1655, -17, 71.35, 8.30
32.10, 1654, -18, 71.35, 8.20
32.15, 1654, -18, 71.35, 8.30
32.20, 1654, -18, 71.35, 8.20
32.25, 1651, -18, 71.35, 8.20
32.30, 1651, -18, 71.35, 8.20
32.35, 1650, -19, 71.37, 8.30
32.40, 1648, -19, 71.37, 8.30
32.45, 1647, -19, 71.37, 8.20
32.50, 1647, -19, 71.35, 8.20
32.55, 1646, -19, 71.38, 8.20
32.60, 1648, -19, 71.35, 8.20
32.65, 1645, -19, 71.35, 8.20
32.70, 1644, -19, 71.37, 8.20
32.75, 1644, -19, 71.35, 8.30
32.80, 1643, -19, 71.37, 8.20
32.85, 1641, -19, 71.37, 8.20
32.90, 1640, -19, 71.35, 8.20
32.95, 1639, -18, 71.35, 8.20
