# maciexl-2-or (Data loaded from a file)
# 522 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.913,1827.425,1827.425,52.922,53.161,-11.057,11.057,113.389,0.03,113.389,90.012,5.032,0.082,28.61,-80.6,0.286,-1.572e-5,-5.787,-0.006,82.219,89.954,4010,288,0.398,0.002,9.79,1222,908,3.985,0,0,5.069,0.63,0.354,0.212,0.064,0.63,0.048,0.196,3.57e-4,0,0,0,0,-0.005,1.923,90.012,11.38,948.2,0.001,338.195,0.158,5.531e6,79,50,0.05,0.126,0.007
6.963,1836.063,1836.063,52.369,52.611,-11.043,11.043,114.216,0.03,114.216,90.012,5.031,0.007,28.61,-80.6,0.516,-1.571e-5,-4.412,-0.003,81.99,89.954,4010,288,0.398,0.002,9.79,1217,908,3.932,0,0,4.965,0.63,0.354,0.212,0.064,0.631,0.096,0.379,-3.178e-4,0,0,0,0,-0.003,1.849,90.012,11.362,947.9,0.001,338.185,0.156,5.472e6,79,50,0.05,0.126,0.007
7.013,1844.606,1844.606,51.818,52.062,-11.019,11.019,115.039,0.03,115.039,90.012,5.031,0.014,28.61,-80.6,0.573,-1.547e-5,-2.693,-0.002,81.818,89.954,4010,288,0.398,0.002,9.79,1217,908,3.925,0,0,4.863,0.63,0.354,0.212,0.064,0.631,0.102,0.4,-2.819e-5,0,0,0,0,-0.001,1.911,90.012,11.345,947.7,0.001,338.174,0.155,5.415e6,79,50,0.05,0.127,0.007
7.063,1853.064,1853.064,51.268,51.514,-10.992,10.992,115.866,0.03,115.866,90.012,5.032,9.288e-4,28.61,-80.6,0.516,-1.585e-5,-0.974,-0.001,81.704,89.954,4010,288,0.398,0.002,9.79,1217,908,3.933,0,0,4.76,0.63,0.354,0.212,0.064,0.63,0.095,0.373,-3.598e-4,0,0,0,0,-1.641e-4,1.954,90.012,11.329,947.4,0.001,338.164,0.153,5.358e6,79,50,0.05,0.127,0.007
7.113,1861.427,1861.427,50.719,50.968,-10.956,10.956,116.69,0.03,116.69,90.012,5.03,0.071,28.61,-80.6,0.344,-1.577e-5,0.286,2.157e-4,81.704,89.954,4010,288,0.398,0.002,9.79,1221,908,3.975,0,0,4.66,0.63,0.354,0.212,0.064,0.63,0.056,0.224,-2.418e-4,0,0,0,0,1.246e-5,2.085,90.012,11.312,947.1,0.001,338.154,0.151,5.303e6,79,50,0.05,0.128,0.007
7.163,1869.701,1869.701,50.172,50.423,-10.925,10.926,117.516,0.03,117.516,90.012,5.025,0.107,28.61,-80.6,0.172,-1.565e-5,0.974,1.677e-4,81.704,89.954,4010,288,0.398,0.002,9.79,1223,908,3.999,0,0,4.559,0.63,0.354,0.212,0.064,0.63,0.035,0.141,3.289e-4,0,0,0,0,1.758e-4,2.088,90.012,11.296,946.8,0.001,338.144,0.15,5.245e6,79,50,0.05,0.128,0.006
7.213,1877.887,1877.887,49.626,49.88,-10.897,10.898,118.34,0.03,118.34,90.012,5.02,0.126,28.61,-80.6,0.115,-1.564e-5,1.49,-0.002,81.818,89.954,4010,288,0.398,0.002,9.79,1224,908,4.014,0,0,4.459,0.63,0.354,0.212,0.064,0.63,0.022,0.09,-3.522e-4,0,0,0,0,4.159e-4,2.023,90.012,11.28,946.5,0.001,338.134,0.148,5.188e6,79,50,0.05,0.129,0.006
7.263,1885.984,1885.984,49.082,49.338,-10.865,10.866,119.163,0.03,119.163,90.012,5.012,0.184,28.61,-80.6,0.057,-1.561e-5,-1.547,-0.006,81.876,89.954,4010,288,0.398,0.002,9.79,1225,908,4.024,0,0,4.363,0.63,0.354,0.212,0.064,0.63,0.014,0.055,2.976e-4,0,0,0,0,-4.576e-4,2.063,90.012,11.263,946.2,0.001,338.125,0.147,5.131e6,79,50,0.05,0.129,0.006
7.313,1893.993,1893.993,48.54,48.797,-10.835,10.837,119.984,0.033,119.984,90.012,5.002,0.225,28.61,-80.6,0.229,-1.572e-5,-1.146,-0.003,81.933,89.954,4010,288,0.398,0.002,9.79,1222,908,3.991,0,0,4.268,0.629,0.354,0.212,0.064,0.63,0.042,0.167,-4.203e-4,0,0,0,0,-2.428e-4,2.07,90.012,11.248,946,0.001,338.115,0.145,5.075e6,79,50,0.05,0.13,0.006
7.363,1901.909,1901.909,47.999,48.257,-10.807,10.81,120.804,0.033,120.804,90.012,4.99,0.258,28.61,-80.6,0.344,-1.552e-5,-0.344,-0.002,81.99,89.954,4010,288,0.398,0.002,9.79,1220,908,3.965,0,0,4.175,0.629,0.354,0.212,0.064,0.63,0.065,0.259,4.312e-4,0,0,0,0,-2.037e-5,2.083,90.012,11.232,945.7,0.001,338.105,0.143,5.018e6,79,50,0.05,0.13,0.006
7.413,1909.741,1909.741,47.459,47.719,-10.781,10.784,121.621,0.033,121.621,90.012,4.976,0.282,28.61,-80.6,0.458,-1.557e-5,0.802,-0.003,81.99,89.954,4010,288,0.398,0.002,9.79,1218,908,3.944,0,0,4.084,0.629,0.354,0.211,0.064,0.63,0.084,0.33,1.302e-4,0,0,0,0,1.251e-4,2.111,90.012,11.216,945.4,0.001,338.096,0.142,4.963e6,79,50,0.05,0.131,0.006
7.463,1917.48,1917.48,46.921,47.182,-10.757,10.761,122.434,0.033,122.434,90.012,4.962,0.284,28.61,-80.6,0.516,-1.574e-5,2.005,-0.003,81.876,89.954,4010,288,0.398,0.002,9.79,1218,908,3.94,0,0,3.992,0.629,0.354,0.211,0.064,0.63,0.088,0.345,3.393e-4,0,0,0,0,8.228e-4,2.123,90.012,11.201,945.2,0.001,338.087,0.14,4.907e6,79,50,0.05,0.131,0.006
7.513,1925.135,1925.135,46.383,46.646,-10.735,10.739,123.248,0.033,123.248,90.012,4.948,0.278,28.61,-80.6,0.458,-1.558e-5,3.266,-0.003,81.761,89.954,4010,288,0.398,0.002,9.79,1218,908,3.94,0,0,3.903,0.629,0.354,0.211,0.063,0.63,0.087,0.34,2.872e-4,0,0,0,0,0.002,2.162,90.012,11.186,944.9,0.001,338.078,0.139,4.851e6,79,50,0.05,0.132,0.006
7.563,1932.697,1932.697,45.847,46.112,-10.719,10.722,124.058,0.033,124.058,90.012,4.935,0.224,28.61,-80.6,0.286,-1.573e-5,4.24,-0.005,81.589,89.954,4010,288,0.398,0.002,9.79,1221,908,3.978,0,0,3.81,0.629,0.354,0.211,0.063,0.629,0.053,0.207,1.41e-4,0,0,0,0,0.004,2.095,90.012,11.171,944.7,0.001,338.068,0.137,4.794e6,79,50,0.05,0.132,0.006
7.613,1940.174,1940.174,45.311,45.578,-10.707,10.708,124.869,0.033,124.869,90.012,4.926,0.149,28.61,-80.6,0.016,-1.577e-5,4.584,-0.057,81.36,89.954,4010,288,0.398,0.002,9.79,1226,908,4.036,0,0,3.718,0.629,0.354,0.211,0.063,0.629,0.003,0.006,-1.313e-4,0,0,0,0,0.005,1.976,90.012,11.156,944.4,0.001,338.06,0.136,4.737e6,79,50,0.05,0.133,0.006
7.663,1947.566,1947.566,44.776,45.046,-10.692,10.693,125.676,0.036,125.676,90.012,4.92,0.104,28.61,-80.6,0.172,-1.581e-5,-4.412,-0.005,81.131,89.954,4010,288,0.398,0.002,9.79,1223,908,4.005,0,0,3.631,0.629,0.354,0.211,0.063,0.629,0.029,0.122,1.43e-4,0,0,0,0,-0.004,1.937,90.012,11.141,944.1,0.001,338.051,0.134,4.68e6,79,50,0.05,0.133,0.006
7.713,1954.865,1954.865,44.242,44.514,-10.676,10.677,126.483,0.036,126.483,90.012,4.915,0.068,28.61,-80.6,0.286,-1.572e-5,-3.839,-0.003,80.902,89.954,4010,288,0.398,0.002,9.79,1221,908,3.975,0,0,3.546,0.629,0.354,0.211,0.063,0.629,0.056,0.224,8.683e-5,0,0,0,0,-0.003,1.908,90.012,11.127,943.9,0.001,338.042,0.132,4.625e6,79,50,0.05,0.134,0.006
7.763,1962.08,1962.08,43.709,43.984,-10.661,10.661,127.287,0.036,127.287,90.012,4.913,0.036,28.61,-80.6,0.458,-1.578e-5,-2.922,-0.001,80.73,89.954,4010,288,0.398,0.002,9.79,1219,908,3.948,0,0,3.461,0.629,0.354,0.211,0.063,0.629,0.08,0.318,-8.722e-5,0,0,0,0,-0.002,1.856,90.012,11.113,943.7,0.001,338.033,0.131,4.568e6,79,50,0.05,0.134,0.006
7.813,1969.206,1969.206,43.176,43.455,-10.638,10.638,128.094,0.036,128.094,90.012,4.911,0.049,28.61,-80.6,0.401,-1.578e-5,-2.005,-0.002,80.615,89.954,4010,288,0.398,0.002,9.79,1219,908,3.957,0,0,3.379,0.629,0.354,0.211,0.063,0.629,0.071,0.283,-2.449e-4,0,0,0,0,-9.872e-4,1.909,90.012,11.099,943.4,0.001,338.025,0.129,4.514e6,79,50,0.05,0.135,0.006
7.863,1976.243,1976.243,42.645,42.926,-10.618,10.618,128.901,0.036,128.901,90.012,4.908,0.047,28.61,-80.6,0.401,-1.578e-5,-1.203,-0.001,80.558,89.954,4010,288,0.398,0.002,9.79,1219,908,3.955,0,0,3.297,0.629,0.354,0.211,0.063,0.629,0.073,0.288,2.466e-4,0,0,0,0,-3.459e-4,1.882,90.012,11.085,943.2,0.001,338.016,0.128,4.459e6,79,50,0.05,0.135,0.006
7.913,1983.196,1983.196,42.114,42.399,-10.597,10.597,129.705,0.036,129.705,90.012,4.906,0.047,28.61,-80.6,0.401,-1.576e-5,-0.286,-0.002,80.501,89.954,4010,288,0.398,0.002,9.79,1219,908,3.956,0,0,3.215,0.629,0.354,0.211,0.063,0.629,0.072,0.284,-3.588e-4,0,0,0,0,-2.165e-5,1.831,90.012,11.071,942.9,0.001,338.008,0.126,4.403e6,79,50,0.05,0.136,0.005
7.963,1990.062,1990.062,41.585,41.873,-10.57,10.57,130.509,0.036,130.509,90.012,4.903,0.089,28.61,-80.6,0.229,-1.584e-5,0.286,-0.001,80.501,89.954,4010,288,0.398,0.002,9.79,1222,908,3.996,0,0,3.136,0.629,0.354,0.211,0.063,0.629,0.037,0.147,-4.685e-4,0,0,0,0,2.345e-5,1.893,90.012,11.057,942.7,0.001,338,0.125,4.349e6,79,50,0.05,0.136,0.005
8.013,1996.841,1996.841,41.057,41.348,-10.546,10.547,131.312,0.039,131.312,90.012,4.898,0.11,28.61,-80.6,0.115,-1.584e-5,0.63,-0.003,80.558,89.954,4010,288,0.398,0.002,9.79,1224,908,4.019,0,0,3.057,0.628,0.354,0.211,0.063,0.628,0.017,0.067,4.641e-4,0,0,0,0,1.003e-4,1.877,90.012,11.044,942.5,0.001,337.991,0.123,4.295e6,79,50,0.05,0.137,0.005
8.063,2003.533,2003.533,40.531,40.825,-10.52,10.521,132.116,0.039,132.116,90.012,4.891,0.151,28.61,-80.6,0.115,-1.585e-5,-0.63,-0.002,80.558,89.954,4010,288,0.398,0.002,9.79,1224,908,4.014,0,0,2.982,0.628,0.354,0.211,0.063,0.628,0.021,0.084,1.931e-6,0,0,0,0,-1.05e-4,1.927,90.012,11.031,942.2,0.001,337.983,0.122,4.241e6,79,50,0.05,0.138,0.005
8.113,2010.138,2010.138,40.005,40.302,-10.494,10.496,132.917,0.039,132.917,90.012,4.882,0.201,28.61,-80.6,0.401,-1.588e-5,-0.115,-6.383e-4,80.615,89.954,4010,288,0.398,0.002,9.79,1220,908,3.961,0,0,2.909,0.628,0.354,0.211,0.063,0.629,0.068,0.269,3.517e-5,0,0,0,0,-3.383e-6,2.021,90.012,11.018,942,0.001,337.976,0.12,4.188e6,79,50,0.05,0.138,0.005
8.163,2016.657,2016.657,39.481,39.781,-10.473,10.475,133.717,0.039,133.717,90.012,4.872,0.216,28.61,-80.6,0.458,-1.582e-5,0.63,-3.081e-4,80.558,89.954,4010,288,0.398,0.002,9.79,1218,908,3.941,0,0,2.835,0.628,0.354,0.211,0.063,0.629,0.086,0.339,3.912e-4,0,0,0,0,1.179e-4,2.02,90.012,11.005,941.8,0.001,337.968,0.119,4.134e6,79,50,0.05,0.139,0.005
8.213,2023.091,2023.091,38.958,39.26,-10.449,10.452,134.514,0.039,134.514,90.012,4.86,0.251,28.61,-80.6,0.688,-1.584e-5,1.719,-9.402e-4,80.501,89.954,4010,288,0.398,0.002,9.79,1215,908,3.901,0,0,2.766,0.628,0.355,0.211,0.063,0.629,0.122,0.475,4.451e-5,0,0,0,0,8.416e-4,2.118,90.012,10.992,941.6,0.001,337.96,0.117,4.082e6,79,50,0.05,0.139,0.005
8.263,2029.439,2029.439,38.436,38.741,-10.431,10.434,135.312,0.039,135.312,89.954,4.848,0.247,28.61,-80.6,0.688,-1.588e-5,2.922,-6.795e-4,80.386,89.954,4010,288,0.398,0.002,9.79,1215,908,3.899,0,0,2.694,0.628,0.355,0.211,0.063,0.629,0.124,0.48,4.773e-4,0,0,0,0,0.003,2.123,90.012,10.979,941.4,0.001,337.952,0.116,4.028e6,79,50,0.05,0.139,0.005
8.313,2035.702,2035.702,37.915,38.222,-10.417,10.419,136.106,0.039,136.106,89.954,4.836,0.22,28.61,-80.6,0.573,-1.596e-5,3.953,-7.122e-4,80.214,89.954,4010,288,0.398,0.002,9.79,1217,908,3.923,0,0,2.62,0.628,0.355,0.211,0.063,0.629,0.102,0.394,-8.547e-6,0,0,0,0,0.005,2.076,90.012,10.967,941.1,0.001,337.945,0.114,3.974e6,79,50,0.05,0.14,0.005
8.363,2041.88,2041.88,37.395,37.705,-10.402,10.404,136.9,0.043,136.9,89.954,4.825,0.202,28.61,-80.6,0.516,-1.604e-5,4.813,-8.875e-4,79.985,89.954,4010,288,0.398,0.002,9.79,1218,908,3.938,0,0,2.55,0.628,0.355,0.211,0.063,0.629,0.088,0.338,2.308e-5,0,0,0,0,0.007,2.088,90.012,10.955,940.9,0.001,337.937,0.113,3.921e6,79,50,0.05,0.141,0.005
8.413,2047.969,2047.969,36.875,37.188,-10.388,10.39,137.69,0.043,137.69,89.954,4.816,0.178,28.61,-80.6,0.344,-1.604e-5,5.5,-8.99e-4,79.756,89.954,4010,288,0.398,0.002,9.79,1220,908,3.962,0,0,2.48,0.628,0.355,0.21,0.063,0.628,0.066,0.251,-2.403e-4,0,0,0,0,0.01,2.093,90.012,10.943,940.7,0.001,337.93,0.111,3.867e6,79,50,0.05,0.141,0.005
8.463,2053.976,2053.976,36.356,36.672,-10.377,10.378,138.478,0.043,138.478,89.954,4.808,0.139,28.61,-80.6,0.172,-1.604e-5,5.844,9.849e-4,79.469,89.954,4010,288,0.398,0.002,9.79,1223,908,4.007,0,0,2.411,0.628,0.355,0.21,0.063,0.628,0.026,0.093,-3.887e-4,0,0,0,0,0.011,2.046,90.012,10.931,940.5,0.001,337.923,0.109,3.813e6,79,50,0.05,0.142,0.005
8.513,2059.898,2059.898,35.837,36.157,-10.368,10.368,139.265,0.043,139.265,89.954,4.802,0.096,28.61,-80.6,0.115,-1.605e-5,-5.901,0.005,79.183,89.954,4010,288,0.398,0.002,9.79,1224,908,4.015,0,0,2.342,0.628,0.355,0.21,0.063,0.628,0.02,0.091,3.367e-4,0,0,0,0,-0.012,1.977,90.012,10.919,940.3,0.001,337.916,0.108,3.759e6,79,50,0.05,0.142,0.005
8.563,2065.735,2065.735,35.319,35.643,-10.358,10.358,140.052,0.043,140.052,89.954,4.798,0.063,28.61,-80.6,0.344,-1.604e-5,-5.443,0.003,78.896,89.954,4010,288,0.398,0.002,9.79,1221,908,3.972,0,0,2.276,0.628,0.355,0.21,0.063,0.628,0.057,0.238,-1.26e-4,0,0,0,0,-0.011,1.931,90.012,10.907,940.1,0.001,337.909,0.106,3.705e6,79,50,0.05,0.143,0.005
8.613,2071.486,2071.486,34.801,35.13,-10.338,10.339,140.84,0.043,140.84,89.954,4.794,0.083,28.61,-80.6,0.172,-1.603e-5,-5.099,0.002,78.61,89.954,4010,288,0.398,0.002,9.79,1223,908,3.997,0,0,2.215,0.628,0.355,0.21,0.063,0.628,0.035,0.151,1.784e-4,0,0,0,0,-0.009,2.08,90.012,10.896,939.9,0.001,337.902,0.105,3.655e6,79,50,0.05,0.143,0.005
8.663,2077.152,2077.152,34.285,34.618,-10.324,10.324,141.627,0.043,141.627,89.954,4.79,0.079,28.61,-80.6,0.229,-1.604e-5,-4.756,9.872e-4,78.381,89.954,4010,288,0.398,0.002,9.79,1222,908,3.991,0,0,2.152,0.628,0.355,0.21,0.063,0.628,0.04,0.169,-3.837e-4,0,0,0,0,-0.009,2.118,90.012,10.885,939.7,0.001,337.895,0.104,3.603e6,79,50,0.05,0.144,0.004
8.713,2082.733,2082.733,33.769,34.107,-10.305,10.305,142.411,0.046,142.411,89.954,4.786,0.098,28.61,-80.6,0.115,-1.603e-5,-4.526,-0.001,78.151,89.954,4010,288,0.398,0.002,9.79,1224,908,4.017,0,0,2.093,0.628,0.355,0.21,0.063,0.628,0.017,0.077,-2.827e-4,0,0,0,0,-0.008,2.24,90.012,10.874,939.5,0.001,337.888,0.102,3.553e6,79,50,0.05,0.144,0.004
8.763,2088.232,2088.232,33.254,33.596,-10.287,10.288,143.199,0.046,143.199,89.954,4.781,0.107,28.61,-80.6,0.021,-1.602e-5,-4.469,-0.015,77.922,89.954,4010,288,0.398,0.002,9.79,1225,908,4.033,0,0,2.033,0.628,0.355,0.21,0.063,0.628,0.004,0.023,3.349e-4,0,0,0,0,-0.008,2.32,90.012,10.863,939.4,0.001,337.882,0.101,3.502e6,79,50,0.05,0.145,0.004
8.813,2093.645,2093.645,32.74,33.087,-10.274,10.274,143.98,0.046,143.98,89.954,4.776,0.099,28.61,-80.6,0.057,-1.603e-5,-4.354,-0.003,77.693,89.954,4010,288,0.398,0.002,9.79,1225,908,4.022,0,0,1.973,0.628,0.355,0.21,0.063,0.628,0.013,0.059,-4.84e-4,0,0,0,0,-0.008,2.316,90.012,10.852,939.2,0.001,337.875,0.099,3.449e6,79,50,0.05,0.148,0.004
8.863,2098.973,2098.973,32.227,32.578,-10.255,10.255,144.764,0.046,144.764,89.954,4.77,0.12,28.61,-80.6,0.115,-1.603e-5,4.354,-0.005,77.464,89.954,4010,288,0.398,0.002,9.79,1224,908,4.018,0,0,1.917,0.628,0.355,0.21,0.063,0.628,0.017,0.06,-3.689e-4,0,0,0,0,0.008,2.438,90.012,10.842,939,0.001,337.869,0.098,3.4e6,79,50,0.012,0.149,0.004
# Event EJECTION_CHARGE occurred at t=8.875 seconds
8.875,2100.253,2100.253,32.103,32.455,-10.251,10.252,144.954,0.046,144.954,89.954,4.769,0.121,28.61,-80.6,0.115,-1.603e-5,4.412,-0.005,77.407,89.954,4010,288,0.398,0.002,9.79,1224,908,4.015,0,0,1.903,0.628,0.355,0.21,0.063,0.628,0.019,0.069,-4.35e-4,0,0,0,0,0.008,2.45,90.012,10.839,938.9,0.001,337.867,0.097,3.388e6,79,50,0.018,0.151,0.004
8.893,2102.165,2102.165,31.916,32.27,-10.245,10.246,145.24,0.046,145.24,89.954,4.767,0.123,28.61,-80.6,0.115,-1.603e-5,4.469,-0.004,77.349,89.954,4010,288,0.398,0.002,9.79,1224,908,4.011,0,0,1.882,0.628,0.355,0.21,0.063,0.628,0.022,0.081,1.863e-5,0,0,0,0,0.008,2.468,90.012,10.835,938.9,0.001,337.865,0.097,3.369e6,79,50,0.027,0.152,0.004
8.92,2105.01,2105.01,31.637,31.993,-10.24,10.24,145.666,0.046,145.666,89.954,4.763,0.109,28.61,-80.6,0.026,-1.603e-5,4.469,-0.011,77.235,89.954,4010,288,0.398,0.002,9.79,1225,908,4.032,0,0,1.85,0.628,0.355,0.21,0.063,0.628,0.005,0.01,2.247e-4,0,0,0,0,0.009,2.421,90.012,10.83,938.8,0.001,337.862,0.096,3.34e6,79,50,0.041,0.153,0.004
8.961,2109.232,2109.232,31.217,31.578,-10.233,10.234,146.306,0.046,146.306,89.954,4.759,0.083,28.61,-80.6,0.172,-1.603e-5,-4.412,9.866e-4,77.063,89.954,4010,288,0.398,0.002,9.79,1223,908,4.001,0,0,1.8,0.627,0.355,0.21,0.063,0.628,0.031,0.134,-3.749e-4,0,0,0,0,-0.009,2.318,90.012,10.821,938.6,0.001,337.857,0.095,3.295e6,79,50,0.05,0.154,0.004
9.011,2114.311,2114.311,30.706,31.072,-10.224,10.224,147.087,0.046,147.087,89.954,4.756,0.06,28.61,-80.6,0.344,-1.604e-5,-4.068,0.001,76.834,89.954,4010,288,0.398,0.002,9.79,1220,908,3.963,0,0,1.742,0.627,0.355,0.21,0.063,0.628,0.064,0.261,3.128e-4,0,0,0,0,-0.008,2.223,90.012,10.811,938.5,0.001,337.85,0.093,3.241e6,79,50,0.05,0.156,0.004
9.061,2119.308,2119.308,30.195,30.567,-10.212,10.212,147.864,0.049,147.864,89.954,4.753,0.051,28.61,-80.6,0.401,-1.605e-5,-3.61,0.002,76.662,89.954,4010,288,0.398,0.002,9.79,1219,908,3.949,0,0,1.686,0.627,0.355,0.21,0.063,0.628,0.077,0.31,2.889e-4,0,0,0,0,-0.006,2.178,90.012,10.801,938.3,0.001,337.844,0.092,3.188e6,79,50,0.05,0.157,0.004
9.111,2124.219,2124.219,29.685,30.063,-10.199,10.199,148.645,0.049,148.645,89.954,4.751,0.047,28.61,-80.6,0.458,-1.604e-5,-3.151,0.002,76.49,89.954,4010,288,0.398,0.002,9.79,1218,908,3.943,0,0,1.632,0.627,0.355,0.21,0.063,0.628,0.082,0.329,-1.651e-4,0,0,0,0,-0.005,2.14,90.012,10.791,938.1,0.001,337.839,0.09,3.136e6,79,50,0.05,0.157,0.004
9.161,2129.045,2129.045,29.175,29.559,-10.188,10.188,149.423,0.049,149.423,89.954,4.749,0.034,28.61,-80.6,0.573,-1.604e-5,-2.636,0.002,76.318,89.954,4010,288,0.398,0.002,9.79,1216,908,3.92,0,0,1.577,0.627,0.355,0.21,0.063,0.628,0.104,0.41,-4.493e-4,0,0,0,0,-0.004,2.039,90.012,10.782,938,0.001,337.833,0.089,3.082e6,79,50,0.05,0.158,0.004
9.211,2133.789,2133.789,28.666,29.056,-10.174,10.174,150.203,0.049,150.203,89.954,4.747,0.035,28.61,-80.6,0.573,-1.605e-5,-2.063,0.002,76.203,89.954,4010,288,0.398,0.002,9.79,1217,908,3.922,0,0,1.523,0.627,0.355,0.21,0.063,0.628,0.101,0.399,-1.39e-4,0,0,0,0,-0.002,1.99,90.012,10.773,937.8,0.001,337.827,0.087,3.029e6,79,50,0.05,0.158,0.004
9.261,2138.451,2138.451,28.158,28.555,-10.157,10.157,150.981,0.049,150.981,89.954,4.745,0.052,28.61,-80.6,0.401,-1.604e-5,-1.604,0.003,76.146,89.954,4010,288,0.398,0.002,9.79,1219,908,3.957,0,0,1.472,0.627,0.355,0.21,0.063,0.628,0.069,0.276,3.83e-5,0,0,0,0,-0.001,2.01,90.012,10.763,937.6,0.001,337.821,0.086,2.978e6,79,50,0.05,0.158,0.004
9.311,2143.028,2143.028,27.65,28.054,-10.143,10.143,151.759,0.049,151.759,89.954,4.742,0.056,28.61,-80.6,0.344,-1.604e-5,-1.261,0.003,76.031,89.954,4010,288,0.398,0.002,9.79,1220,908,3.967,0,0,1.42,0.627,0.355,0.21,0.063,0.627,0.06,0.24,4.555e-5,0,0,0,0,-8.655e-4,1.953,90.012,10.754,937.5,0.001,337.816,0.084,2.926e6,79,50,0.05,0.159,0.004
9.361,2147.523,2147.523,27.144,27.554,-10.123,10.124,152.536,0.052,152.536,89.954,4.739,0.084,28.61,-80.6,0.021,-1.605e-5,-1.089,0.023,75.974,89.954,4010,288,0.398,0.002,9.79,1225,908,4.032,0,0,1.372,0.627,0.355,0.21,0.063,0.627,0.004,0.016,-2.525e-4,0,0,0,0,-6.809e-4,2.021,90.012,10.745,937.3,0.001,337.811,0.083,2.877e6,79,50,0.05,0.159,0.004
9.411,2151.932,2151.932,26.638,27.055,-10.106,10.107,153.314,0.052,153.314,89.954,4.734,0.105,28.61,-80.6,0.229,-1.605e-5,1.146,-6.165e-4,75.917,89.954,4010,288,0.398,0.002,9.79,1222,908,3.989,0,0,1.325,0.627,0.355,0.21,0.063,0.627,0.041,0.165,2.927e-4,0,0,0,0,8.3e-4,2.053,90.012,10.737,937.2,0.001,337.805,0.081,2.827e6,79,50,0.05,0.16,0.003
9.461,2156.263,2156.263,26.133,26.557,-10.089,10.09,154.091,0.052,154.091,89.954,4.728,0.126,28.61,-80.6,0.516,-1.604e-5,1.49,-0.002,75.86,89.954,4010,288,0.398,0.002,9.79,1218,908,3.933,0,0,1.28,0.627,0.355,0.21,0.063,0.628,0.091,0.357,-2.836e-4,0,0,0,0,0.001,2.094,90.012,10.728,937,0.001,337.8,0.08,2.777e6,79,50,0.05,0.16,0.003
9.511,2160.509,2160.509,25.629,26.06,-10.071,10.073,154.865,0.052,154.865,89.954,4.721,0.152,28.61,-80.6,0.859,-1.604e-5,2.005,-0.002,75.802,89.954,4010,288,0.398,0.002,9.79,1212,908,3.866,0,0,1.237,0.627,0.355,0.21,0.063,0.628,0.154,0.591,6.542e-5,0,0,0,0,0.003,2.172,90.012,10.72,936.9,0.001,337.795,0.079,2.728e6,79,50,0.05,0.161,0.003
9.561,2164.672,2164.672,25.126,25.564,-10.06,10.061,155.64,0.052,155.64,89.954,4.714,0.15,28.61,-80.6,0.859,-1.605e-5,2.693,-0.003,75.688,89.954,4010,288,0.398,0.002,9.79,1212,908,3.859,0,0,1.191,0.627,0.355,0.21,0.063,0.628,0.161,0.615,-4.05e-4,0,0,0,0,0.005,2.117,90.012,10.711,936.8,0.001,337.79,0.077,2.677e6,79,50,0.05,0.161,0.003
9.611,2168.75,2168.75,24.623,25.069,-10.052,10.053,156.411,0.052,156.411,89.954,4.706,0.132,28.61,-80.6,0.745,-1.605e-5,3.266,-0.003,75.516,89.954,4010,288,0.398,0.002,9.79,1214,908,3.889,0,0,1.143,0.627,0.355,0.21,0.063,0.628,0.132,0.507,-1.602e-4,0,0,0,0,0.008,1.987,90.012,10.703,936.6,0.001,337.785,0.076,2.623e6,79,50,0.05,0.162,0.003
9.661,2172.749,2172.749,24.121,24.574,-10.044,10.044,157.185,0.052,157.185,89.954,4.7,0.117,28.61,-80.6,0.573,-1.606e-5,3.724,-0.003,75.344,89.954,4010,288,0.398,0.002,9.79,1216,908,3.916,0,0,1.096,0.627,0.355,0.21,0.063,0.628,0.106,0.406,-3.914e-4,0,0,0,0,0.01,1.873,90.012,10.695,936.5,0.001,337.78,0.074,2.569e6,79,50,0.05,0.162,0.003
