# maciexl-2-or (Data loaded from a file)
# 522 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
13.227,2252.07,2252.07,-8.539,8.777,-4.6,5.18,205.869,0.095,205.873,89.954,2.03,2.382,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,22.901,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.891,90.012,10.538,933.8,0.001,337.685,0.028,9.639e5,79,50,0.193,0.188,0.001
13.42,2246.378,2246.378,-9.427,9.557,-3.655,4.31,207.011,0.095,207.011,89.954,1.57,2.283,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,26.251,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90.012,10.549,934,0.001,337.692,0.03,1.032e6,79,50,0.232,0.188,0.001
13.652,2238.878,2238.878,-10.275,10.328,-2.68,3.373,208.005,0.098,208.005,89.954,1.041,2.047,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,29.67,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92,90.012,10.564,934.2,0.001,337.701,0.032,1.097e6,79,50,0.297,0.188,0.001
13.949,2228.497,2228.497,-11.07,11.079,-1.728,2.266,208.72,0.098,208.72,89.954,0.434,1.466,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,32.861,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.581,90.012,10.585,934.6,0.001,337.713,0.033,1.155e6,79,50,0.441,0.188,0.001
14.39,2211.916,2211.916,-11.833,11.835,-0.632,1.446,208.881,0.102,208.881,89.954,0.213,1.3,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,37.093,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.896,90.012,10.618,935.1,0.001,337.733,0.035,1.227e6,79,50,0.5,0.188,0.002
14.89,2192.244,2192.244,-12.149,12.179,-0.2,0.741,207.999,0.102,207.999,89.954,0.864,0.713,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,38.561,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.769,90.012,10.657,935.8,0.001,337.757,0.036,1.251e6,79,50,0.5,0.188,0.002
15.39,2172.234,2172.234,-12.249,12.309,-0.052,0.45,206.289,0.105,206.289,89.954,1.22,0.447,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.088,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.785,90.012,10.696,936.5,0.001,337.781,0.036,1.26e6,79,50,0.5,0.189,0.002
15.89,2152.119,2152.119,-12.275,12.36,-0.004,0.479,204.104,0.105,204.104,89.954,1.444,0.479,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.29,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.046,90.012,10.736,937.2,0.001,337.805,0.036,1.264e6,79,50,0.5,0.189,0.002
16.39,2131.982,2131.982,-12.277,12.392,-0.006,0.146,201.539,0.105,201.539,89.954,1.683,0.146,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.239,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.868,90.012,10.776,937.9,0.001,337.829,0.036,1.263e6,79,50,0.5,0.189,0.002
16.89,2111.841,2111.841,-12.28,12.404,0.004,0.05,198.717,0.105,198.717,89.954,1.756,0.05,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.272,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,90.012,10.816,938.6,0.001,337.853,0.036,1.264e6,79,50,0.5,0.189,0.002
17.39,2091.699,2091.699,-12.278,12.406,0.008,0.168,195.817,0.105,195.817,89.954,1.781,0.168,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.295,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.993,90.012,10.856,939.2,0.001,337.878,0.036,1.264e6,79,50,0.5,0.189,0.002
17.89,2071.562,2071.562,-12.274,12.415,0.007,0.145,192.828,0.105,192.828,89.954,1.865,0.145,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.29,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,90.012,10.896,939.9,0.001,337.902,0.036,1.265e6,79,50,0.5,0.189,0.002
18.39,2051.43,2051.43,-12.27,12.422,0.006,0.052,189.708,0.105,189.708,89.954,1.937,0.051,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.283,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.875,90.012,10.936,940.6,0.001,337.926,0.036,1.265e6,79,50,0.5,0.189,0.002
18.89,2031.302,2031.302,-12.267,12.415,0.007,0.035,186.552,0.105,186.552,89.954,1.912,0.035,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.285,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90.012,10.976,941.3,0.001,337.95,0.036,1.265e6,79,50,0.5,0.19,0.002
19.39,2011.184,2011.184,-12.264,12.414,0.008,0.122,183.402,0.105,183.402,89.954,1.929,0.122,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.292,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.083,90.012,11.015,942,0.001,337.974,0.036,1.265e6,79,50,0.5,0.19,0.002
19.89,1991.07,1991.07,-12.26,12.42,0.008,0.166,180.187,0.105,180.187,89.954,1.99,0.165,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.295,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.199,90.012,11.055,942.7,0.001,337.998,0.036,1.266e6,79,50,0.5,0.19,0.002
20.39,1970.961,1970.961,-12.256,12.43,0.006,0.108,176.857,0.102,176.857,89.954,2.072,0.108,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.286,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.939,90.012,11.095,943.4,0.001,338.023,0.036,1.266e6,79,50,0.5,0.19,0.002
20.89,1950.86,1950.86,-12.253,12.418,0.007,0.093,173.501,0.102,173.501,89.954,2.018,0.093,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.287,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.904,90.012,11.135,944,0.001,338.047,0.036,1.266e6,79,50,0.5,0.19,0.002
21.39,1930.761,1930.761,-12.249,12.407,0.008,0.177,170.226,0.102,170.226,89.954,1.972,0.177,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.297,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.753,90.012,11.175,944.7,0.001,338.071,0.036,1.266e6,79,50,0.5,0.19,0.002
21.89,1910.673,1910.673,-12.245,12.389,0.007,0.169,167.067,0.102,167.067,89.954,1.884,0.169,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.293,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,90.012,11.215,945.4,0.001,338.095,0.036,1.267e6,79,50,0.5,0.19,0.002
22.39,1890.587,1890.587,-12.241,12.399,0.007,0.187,163.907,0.102,163.907,89.954,1.968,0.187,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.295,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.204,90.012,11.254,946.1,0.001,338.119,0.036,1.267e6,79,50,0.5,0.191,0.002
22.89,1870.512,1870.512,-12.238,12.41,0.009,0.252,160.6,0.102,160.6,89.954,2.062,0.252,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.306,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.378,90.012,11.294,946.8,0.001,338.143,0.036,1.267e6,79,50,0.5,0.191,0.002
23.39,1850.44,1850.44,-12.233,12.427,0.005,0.15,157.116,0.102,157.116,89.954,2.187,0.15,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.284,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.002,90.012,11.334,947.5,0.001,338.167,0.036,1.267e6,79,50,0.5,0.191,0.002
23.89,1830.374,1830.374,-12.231,12.412,0.006,0.047,153.589,0.102,153.589,89.954,2.113,0.047,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.281,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.173,90.012,11.374,948.1,0.001,338.191,0.036,1.267e6,79,50,0.5,0.191,0.002
24.39,1810.312,1810.312,-12.228,12.413,0.007,0.125,150.105,0.102,150.105,89.954,2.136,0.125,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,39.291,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.982,90.012,11.413,948.8,0.001,338.215,0.036,1.268e6,79,50,0.5,0.191,0.002
24.89,1790.256,1790.256,-12.224,12.399,0.01,0.251,146.65,0.102,146.65,89.954,2.074,0.251,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.309,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.762,90.012,11.453,949.5,0.001,338.24,0.036,1.268e6,79,50,0.5,0.191,0.002
25.39,1770.207,1770.207,-12.219,12.374,0.007,0.228,143.353,0.102,143.353,89.954,1.948,0.228,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.297,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.665,90.012,11.493,950.2,0.001,338.264,0.036,1.268e6,79,50,0.5,0.192,0.002
25.89,1750.164,1750.164,-12.216,12.353,0.005,0.07,140.253,0.102,140.253,89.954,1.834,0.07,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.278,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.749,90.012,11.533,950.9,0.001,338.288,0.036,1.268e6,79,50,0.5,0.192,0.002
26.39,1730.128,1730.128,-12.214,12.345,0.01,0.261,137.27,0.098,137.27,89.954,1.799,0.261,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.312,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.126,90.012,11.572,951.6,0.001,338.312,0.036,1.269e6,79,50,0.5,0.192,0.002
26.89,1710.098,1710.098,-12.209,12.36,0.009,0.312,134.213,0.098,134.213,89.954,1.929,0.312,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.315,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.32,90.012,11.612,952.2,0.001,338.336,0.036,1.269e6,79,50,0.5,0.192,0.002
27.39,1690.072,1690.072,-12.204,12.381,0.003,0.064,130.919,0.098,130.919,89.954,2.086,0.064,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.27,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.007,90.012,11.652,952.9,0.001,338.36,0.036,1.269e6,79,50,0.5,0.192,0.002
27.89,1670.056,1670.056,-12.203,12.374,0.006,0.076,127.526,0.098,127.526,89.954,2.053,0.076,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.285,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,90.012,11.691,953.6,0.001,338.384,0.036,1.269e6,79,50,0.5,0.192,0.002
28.39,1650.039,1650.039,-12.2,12.378,0.007,0.011,124.127,0.098,124.127,89.954,2.091,0.008,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.285,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.104,90.012,11.731,954.3,0.001,338.408,0.036,1.269e6,79,50,0.5,0.192,0.002
28.89,1630.03,1630.03,-12.196,12.375,0.007,0.092,120.692,0.098,120.692,89.954,2.096,0.092,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.291,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.983,90.012,11.771,955,0.001,338.432,0.036,1.27e6,79,50,0.5,0.193,0.002
29.39,1610.026,1610.026,-12.193,12.364,0.009,0.194,117.293,0.098,117.293,89.954,2.05,0.194,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.302,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81,90.012,11.81,955.7,0.001,338.456,0.036,1.27e6,79,50,0.5,0.193,0.002
29.89,1590.03,1590.03,-12.188,12.344,0.006,0.117,114.009,0.098,114.009,89.954,1.953,0.116,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.288,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,90.012,11.85,956.4,0.001,338.48,0.036,1.27e6,79,50,0.5,0.193,0.002
30.39,1570.036,1570.036,-12.185,12.35,0.009,0.24,110.758,0.098,110.758,89.954,2.011,0.24,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.309,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.311,90.012,11.889,957.1,0.001,338.504,0.036,1.271e6,79,50,0.5,0.193,0.002
30.89,1550.052,1550.052,-12.18,12.365,0.007,0.214,107.362,0.098,107.362,89.954,2.131,0.214,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.297,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.399,90.012,11.929,957.8,0.001,338.528,0.036,1.271e6,79,50,0.5,0.193,0.002
31.39,1530.075,1530.075,-12.177,12.38,0.006,0.172,103.78,0.098,103.78,89.954,2.238,0.172,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.291,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.026,90.012,11.969,958.6,0.001,338.552,0.036,1.271e6,79,50,0.5,0.193,0.002
31.89,1510.102,1510.102,-12.173,12.362,0.007,0.153,100.177,0.095,100.177,89.954,2.152,0.153,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.291,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.964,90.012,12.008,959.3,0.001,338.576,0.036,1.271e6,79,50,0.5,0.193,0.002
32.39,1490.138,1490.138,-12.17,12.346,0.007,0.145,96.709,0.095,96.709,89.954,2.075,0.144,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.292,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.898,90.012,12.048,960,0.001,338.6,0.036,1.271e6,79,50,0.5,0.193,0.002
32.89,1470.174,1470.174,-12.166,12.33,0.007,0.113,93.366,0.095,93.366,89.954,2.003,0.112,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.289,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.866,90.012,12.087,960.7,0.001,338.624,0.036,1.272e6,79,50,0.5,0.193,0.002
33.39,1450.22,1450.22,-12.163,12.318,0.007,0.007,90.125,0.095,90.125,89.954,1.947,0.003,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.286,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.945,90.012,12.127,961.4,0.001,338.648,0.036,1.272e6,79,50,0.5,0.193,0.002
33.89,1430.272,1430.272,-12.16,12.314,0.008,0.124,86.932,0.095,86.932,89.954,1.945,0.123,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.295,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1,90.012,12.166,962.1,0.001,338.672,0.036,1.272e6,79,50,0.5,0.193,0.002
34.39,1410.328,1410.328,-12.156,12.32,0.007,0.103,83.691,0.095,83.691,89.954,2.007,0.103,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.291,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.137,90.012,12.206,962.8,0.001,338.696,0.036,1.272e6,79,50,0.5,0.194,0.002
34.89,1390.39,1390.39,-12.152,12.325,0.007,0.117,80.358,0.095,80.358,89.954,2.059,0.117,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.292,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.205,90.012,12.245,963.5,0.001,338.72,0.036,1.273e6,79,50,0.5,0.194,0.002
35.39,1370.459,1370.459,-12.148,12.331,0.007,0.06,76.932,0.095,76.932,89.954,2.117,0.06,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.288,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.045,90.012,12.285,964.3,0.001,338.744,0.036,1.273e6,79,50,0.5,0.194,0.002
35.89,1350.531,1350.531,-12.145,12.323,0.009,0.172,73.484,0.095,73.484,89.954,2.087,0.172,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.3,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.302,90.012,12.324,965,0.001,338.767,0.036,1.273e6,79,50,0.5,0.194,0.002
36.39,1330.614,1330.614,-12.141,12.334,0.006,0.044,69.99,0.095,69.99,89.897,2.173,0.043,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.285,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.229,90.012,12.364,965.7,0.001,338.791,0.036,1.273e6,79,50,0.5,0.194,0.002
36.89,1310.699,1310.699,-12.138,12.334,0.01,0.241,66.407,0.095,66.407,89.897,2.195,0.241,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.311,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.898,90.012,12.403,966.4,0.001,338.815,0.036,1.274e6,79,50,0.5,0.194,0.002
37.39,1290.794,1290.794,-12.133,12.309,0.005,0.055,62.907,0.092,62.907,89.897,2.074,0.055,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.281,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.144,90.012,12.443,967.1,0.001,338.839,0.036,1.274e6,79,50,0.5,0.194,0.002
37.89,1270.892,1270.892,-12.13,12.311,0.007,0.008,59.482,0.092,59.482,89.897,2.102,0.005,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.287,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,90.012,12.482,967.8,0.001,338.863,0.036,1.274e6,79,50,0.5,0.194,0.002
38.39,1250.997,1250.997,-12.127,12.307,0.007,0.071,56.037,0.092,56.037,89.897,2.099,0.07,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.291,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.014,90.012,12.522,968.5,0.001,338.887,0.036,1.274e6,79,50,0.5,0.194,0.002
38.89,1231.106,1231.106,-12.123,12.298,0.008,0.143,52.621,0.092,52.621,89.897,2.064,0.143,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.296,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889,90.012,12.561,969.2,0.001,338.911,0.036,1.275e6,79,50,0.5,0.194,0.002
39.39,1211.224,1211.224,-12.119,12.282,0.007,0.08,49.295,0.092,49.295,89.897,1.993,0.079,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.288,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.092,90.012,12.6,970,0.001,338.935,0.036,1.275e6,79,50,0.5,0.195,0.002
39.89,1191.345,1191.345,-12.116,12.285,0.007,0.04,45.991,0.092,45.991,89.897,2.032,0.039,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.288,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.985,90.012,12.64,970.7,0.001,338.959,0.036,1.275e6,79,50,0.5,0.195,0.002
40.39,1171.473,1171.473,-12.113,12.279,0.007,0.061,42.674,0.092,42.674,89.897,2.012,0.06,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.29,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90.012,12.679,971.4,0.001,338.982,0.036,1.275e6,79,50,0.5,0.195,0.002
40.89,1151.604,1151.604,-12.109,12.27,0.009,0.197,39.4,0.092,39.4,89.84,1.982,0.197,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.304,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.741,90.012,12.718,972.1,0.001,339.006,0.036,1.276e6,79,50,0.5,0.195,0.002
41.39,1131.745,1131.745,-12.104,12.25,0.006,0.007,36.227,0.092,36.227,89.84,1.884,0.004,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.283,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.891,90.012,12.758,972.8,0.001,339.03,0.036,1.276e6,79,50,0.5,0.195,0.002
41.89,1111.89,1111.89,-12.102,12.248,0.007,0.029,33.136,0.092,33.136,89.84,1.886,0.029,28.61,-80.6,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.791,0,908,-11.539,0,0,39.289,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.853,90.012,12.797,973.5,0.001,339.054,0.036,1.276e6,79,50,0.5,0.195,0.002
