# maciexl-1-or (Data loaded from a file)
# 498 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.138,183.894,183.894,93.963,94.031,62.049,62.166,4.554,1.035e-4,4.554,90.012,3.572,3.821,28.61,-80.6,0.115,-1.721e-6,13.235,0.013,86.86,90.012,4047,325,0.417,0.002,9.792,1225,915,3.938,307.928,7.77,16.757,0.638,0.352,0.219,0.067,0.638,0.021,0.074,3.021e-4,0,0,0,0,0.009,1.813,90.012,14.636,1007,0.001,340.168,0.277,1.014e7,79,50,0.004,0.035,0.012
1.142,185.276,185.276,94.241,94.309,61.785,61.911,4.606,1.056e-4,4.606,90.012,3.59,3.946,28.61,-80.6,0.057,-1.722e-6,13.293,0.025,86.803,90.012,4046,324,0.417,0.002,9.792,1226,915,3.951,306.936,7.746,16.857,0.638,0.352,0.219,0.067,0.638,0.011,0.034,1.389e-4,0,0,0,0,0.009,1.816,90.012,14.633,1007,0.001,340.166,0.277,1.017e7,79,50,0.007,0.036,0.012
1.149,187.356,187.356,94.654,94.723,61.464,61.603,4.685,1.087e-4,4.685,90.012,3.617,4.138,28.61,-80.6,0.024,-1.722e-6,-13.293,0.057,86.689,90.012,4045,323,0.416,0.002,9.792,1226,915,3.96,305.759,7.719,17.007,0.639,0.352,0.219,0.067,0.639,0.004,0.026,2.68e-4,0,0,0,0,-0.009,1.82,90.012,14.629,1007,0.001,340.164,0.279,1.022e7,79,50,0.01,0.036,0.012
1.159,190.492,190.492,95.271,95.341,60.982,61.14,4.806,1.135e-4,4.806,90.012,3.66,4.403,28.61,-80.6,0.115,-1.721e-6,-13.121,0.012,86.574,90.012,4044,322,0.416,0.002,9.792,1225,915,3.941,303.993,7.677,17.234,0.639,0.352,0.219,0.067,0.639,0.023,0.1,-1.82e-4,0,0,0,0,-0.009,1.856,90.012,14.623,1006,0.001,340.16,0.281,1.028e7,79,50,0.015,0.037,0.012
1.174,195.236,195.236,96.187,96.259,60.257,60.446,4.99,1.207e-4,4.99,90.012,3.729,4.781,28.61,-80.6,0.286,-1.723e-6,-12.433,0.005,86.345,90.012,4042,319,0.415,0.002,9.792,1222,914,3.915,301.343,7.615,17.576,0.639,0.352,0.219,0.068,0.639,0.05,0.203,-2.555e-4,0,0,0,0,-0.008,1.917,90.012,14.613,1006,0.001,340.154,0.283,1.038e7,79,50,0.023,0.037,0.012
1.197,202.438,202.438,97.539,97.615,59.169,59.404,5.272,1.318e-4,5.272,90.012,3.843,5.28,28.61,-80.6,0.458,-1.422e-6,-10.542,0.003,86.116,90.012,4038,316,0.414,0.002,9.792,1219,914,3.884,297.37,7.521,18.091,0.639,0.352,0.22,0.068,0.64,0.084,0.333,-4.647e-4,0,0,0,0,-0.005,2.009,90.012,14.599,1006,0.001,340.146,0.287,1.053e7,79,50,0.03,0.038,0.013
1.227,212.274,212.274,99.319,99.4,57.711,58.001,5.663,1.477e-4,5.663,90.012,4.012,5.79,28.61,-80.6,0.688,-1.214e-6,-6.646,0.001,85.829,90.012,4033,311,0.413,0.002,9.792,1216,913,3.852,292.029,7.394,18.782,0.64,0.352,0.22,0.068,0.641,0.122,0.471,-1.413e-4,0,0,0,0,-0.002,2.059,90.012,14.579,1006,0.001,340.134,0.293,1.072e7,79,50,0.027,0.038,0.013
1.254,220.984,220.984,100.823,100.909,55.674,55.986,6.02,1.627e-4,6.02,90.012,4.168,5.903,28.61,-80.6,0.745,-1.76e-6,-2.349,0.003,85.714,90.012,4029,307,0.412,0.002,9.792,1215,913,3.846,284.213,7.203,19.371,0.64,0.352,0.22,0.068,0.641,0.134,0.517,4.122e-4,0,0,0,0,-2.475e-4,2.089,90.012,14.562,1005,0.001,340.124,0.297,1.088e7,79,50,0.023,0.039,0.013
1.277,228.776,228.776,102.106,102.196,53.897,54.205,6.345,1.772e-4,6.345,90.012,4.305,5.767,28.61,-80.6,0.688,-1.463e-6,1.662,0.001,85.714,90.012,4026,304,0.411,0.002,9.792,1216,912,3.857,277.316,7.034,19.873,0.641,0.352,0.221,0.068,0.642,0.129,0.499,4.727e-4,0,0,0,0,1.24e-4,2.093,90.012,14.547,1005,0.001,340.114,0.301,1.102e7,79,50,0.024,0.039,0.013
1.301,236.722,236.722,103.355,103.451,52.127,52.406,6.683,1.931e-4,6.683,90.012,4.437,5.395,28.61,-80.6,0.573,-6.434e-7,5.443,4.553e-4,85.772,90.012,4023,301,0.41,0.002,9.792,1218,912,3.887,270.372,6.864,20.362,0.641,0.352,0.221,0.068,0.642,0.108,0.417,-9.595e-5,0,0,0,0,0.001,2.096,90.012,14.531,1005,0.001,340.105,0.304,1.115e7,79,50,0.01,0.039,0.013
1.311,240.289,240.289,103.898,103.995,51.345,51.604,6.837,2.007e-4,6.837,90.012,4.493,5.163,28.61,-80.6,0.516,-6.434e-7,6.875,9.282e-4,85.829,90.012,4021,299,0.409,0.002,9.792,1219,912,3.905,267.283,6.788,20.574,0.641,0.352,0.221,0.068,0.642,0.093,0.362,-3.749e-4,0,0,0,0,0.002,2.097,90.012,14.524,1005,0.001,340.1,0.306,1.121e7,79,50,0.016,0.04,0.013
1.327,245.669,245.669,104.7,104.799,50.612,50.838,7.07,2.125e-4,7.07,90.012,4.571,4.785,28.61,-80.6,0.401,-7.38e-7,8.652,5.532e-4,86.001,90.012,4019,297,0.409,0.002,9.792,1221,911,3.937,264.415,6.719,20.891,0.641,0.352,0.221,0.069,0.642,0.068,0.264,-2.086e-4,0,0,0,0,0.003,2.098,90.012,14.513,1004,0.001,340.094,0.308,1.129e7,79,50,0.024,0.04,0.013
1.35,253.819,253.819,105.881,105.984,49.515,49.686,7.428,2.314e-4,7.428,90.012,4.676,4.121,28.61,-80.6,0.115,-5.827e-7,10.199,0.002,86.23,90.012,4016,294,0.408,0.002,9.792,1225,911,3.992,260.113,6.615,21.364,0.642,0.352,0.221,0.069,0.642,0.024,0.091,1.962e-4,0,0,0,0,0.004,2.101,90.012,14.497,1004,0.001,340.084,0.312,1.142e7,79,50,0.035,0.04,0.014
1.386,266.214,266.214,107.604,107.711,47.86,47.959,7.979,2.615e-4,7.979,90.012,4.803,3.078,28.61,-80.6,0.229,-5.793e-7,-9.568,6.641e-4,86.574,90.012,4011,289,0.406,0.002,9.792,1223,910,3.979,253.66,6.458,22.078,0.642,0.351,0.222,0.069,0.642,0.043,0.176,-3.57e-4,0,0,0,0,-0.004,2.111,90.012,14.473,1004,0.001,340.069,0.317,1.16e7,79,50,0.01,0.041,0.014
1.396,269.856,269.856,108.094,108.202,47.375,47.458,8.143,2.706e-4,8.143,90.012,4.834,2.801,28.61,-80.6,0.344,-5.391e-7,-8.766,4.934e-4,86.631,90.012,4010,288,0.406,0.002,9.792,1222,910,3.962,251.784,6.413,22.286,0.642,0.351,0.222,0.069,0.643,0.06,0.243,2.947e-4,0,0,0,0,-0.003,2.114,90.012,14.465,1004,0.001,340.065,0.319,1.165e7,79,50,0.015,0.041,0.014
1.411,275.344,275.344,108.816,108.925,46.245,46.309,8.389,2.844e-4,8.389,90.012,4.874,2.444,28.61,-80.6,0.458,-4.001e-7,-7.047,-9.351e-4,86.803,90.012,4008,286,0.405,0.002,9.792,1220,910,3.945,247.382,6.304,22.594,0.643,0.351,0.222,0.069,0.643,0.079,0.314,2.524e-4,0,0,0,0,-0.002,2.08,90.012,14.454,1003,0.001,340.058,0.321,1.173e7,79,50,0.023,0.042,0.014
1.435,283.648,283.648,109.867,109.977,44.54,44.589,8.76,3.052e-4,8.76,90.012,4.926,2.077,28.61,-80.6,0.516,-1.255e-6,-3.896,-1.012e-4,86.918,90.012,4005,283,0.404,0.002,9.792,1219,909,3.934,240.779,6.14,23.041,0.643,0.351,0.222,0.069,0.643,0.094,0.371,-1.319e-4,0,0,0,0,-5.75e-4,2.006,90.012,14.438,1003,0.001,340.048,0.324,1.184e7,79,50,0.027,0.042,0.014
1.462,293.445,293.445,111.044,111.155,42.539,42.581,9.199,3.301e-4,9.199,90.012,4.979,1.885,28.61,-80.6,0.516,-8.354e-7,0.229,-5.558e-4,86.975,90.012,4002,280,0.403,0.002,9.792,1219,909,3.938,233.065,5.948,23.543,0.643,0.351,0.223,0.069,0.644,0.096,0.379,-4.539e-4,0,0,0,0,1.879e-6,1.952,90.012,14.419,1003,0.001,340.037,0.327,1.196e7,79,50,0.019,0.042,0.014
1.481,300.535,300.535,111.855,111.967,41.099,41.143,9.518,3.478e-4,9.518,90.012,5.016,1.902,28.61,-80.6,0.458,-9.276e-7,3.151,-0.001,86.918,90.012,3999,277,0.403,0.002,9.792,1220,909,3.952,227.534,5.81,23.889,0.644,0.351,0.223,0.069,0.644,0.088,0.348,3.473e-5,0,0,0,0,3.633e-4,1.943,90.012,14.405,1003,0.001,340.028,0.33,1.205e7,79,50,0.028,0.043,0.014
1.509,310.755,310.755,112.973,113.087,39.615,39.674,9.977,3.737e-4,9.977,90.012,5.072,2.161,28.61,-80.6,0.344,-7.466e-7,6.646,-0.003,86.803,90.012,3996,274,0.402,0.002,9.792,1222,908,3.985,221.982,5.673,24.367,0.644,0.351,0.223,0.07,0.644,0.063,0.25,4.652e-4,0,0,0,0,0.002,1.962,90.012,14.384,1002,0.001,340.016,0.333,1.216e7,79,50,0.038,0.043,0.014
1.546,324.836,324.836,114.43,114.546,37.58,37.679,10.61,4.108e-4,10.61,90.012,5.163,2.729,28.61,-80.6,0.115,-2.591e-6,9.282,-0.014,86.459,90.012,3992,270,0.4,0.002,9.792,1226,908,4.044,214.42,5.486,25.002,0.644,0.351,0.224,0.07,0.644,0.018,0.068,-3.609e-4,0,0,0,0,0.003,2.079,90.012,14.356,1002,0.001,339.999,0.337,1.232e7,79,50,0.02,0.044,0.015
1.566,332.198,332.198,115.154,115.272,36.518,36.65,10.942,4.314e-4,10.942,90.012,5.22,3.113,28.61,-80.6,0.057,-2.573e-6,-9.397,-0.017,86.287,90.012,3990,267,0.4,0.002,9.792,1226,907,4.054,210.504,5.388,25.324,0.645,0.351,0.224,0.07,0.645,0.013,0.055,3.196e-4,0,0,0,0,-0.003,2.094,90.012,14.342,1001,0.001,339.99,0.339,1.239e7,79,50,0.029,0.044,0.015
1.595,343.323,343.323,116.169,116.29,32.706,32.891,11.447,4.642e-4,11.447,90.012,5.317,3.48,28.61,-80.6,0.286,-2.965e-6,-7.506,-0.004,86.058,90.012,3987,265,0.399,0.002,9.792,1223,907,4.011,195.774,5.015,25.785,0.645,0.351,0.224,0.07,0.645,0.055,0.222,-4.699e-4,0,0,0,0,-0.002,2.101,90.012,14.32,1001,0.001,339.977,0.342,1.25e7,79,50,0.04,0.044,0.015
1.635,358.596,358.596,117.37,117.496,27.558,27.791,12.152,5.125e-4,12.152,90.012,5.46,3.591,28.61,-80.6,0.458,-5.313e-6,-2.063,-0.005,85.829,90.012,3983,261,0.398,0.002,9.792,1220,906,3.984,175.747,4.506,26.338,0.645,0.351,0.224,0.07,0.646,0.087,0.346,1.143e-4,0,0,0,0,-1.443e-4,2.087,90.012,14.29,1000,0.001,339.958,0.346,1.262e7,79,50,0.015,0.045,0.015
1.65,364.314,364.314,117.764,117.893,25.659,25.893,12.421,5.312e-4,12.421,90.012,5.513,3.473,28.61,-80.6,0.458,-5.163e-6,0.286,-0.006,85.829,90.012,3981,259,0.397,0.002,9.792,1220,906,3.986,168.299,4.317,26.517,0.646,0.351,0.224,0.07,0.646,0.087,0.349,6.114e-5,0,0,0,0,3.255e-6,2.08,90.012,14.278,1000,0.001,339.952,0.347,1.267e7,79,50,0.022,0.045,0.015
1.672,372.923,372.923,118.292,118.424,21.85,22.071,12.825,5.6e-4,12.825,90.012,5.586,3.115,28.61,-80.6,0.458,-5.005e-6,3.839,-0.004,85.886,90.012,3980,258,0.397,0.002,9.792,1220,906,3.995,153.254,3.933,26.753,0.646,0.351,0.225,0.07,0.646,0.081,0.325,3.491e-4,0,0,0,0,4.874e-4,2.012,90.012,14.261,999.9,0.001,339.941,0.349,1.272e7,79,50,0.026,0.046,0.015
1.698,383.11,383.11,118.806,118.941,17.391,17.567,13.307,5.942e-4,13.307,90.012,5.66,2.478,28.61,-80.6,0.344,-4.513e-6,7.334,-0.004,86.001,90.012,3978,256,0.396,0.002,9.792,1222,906,4.025,135.538,3.48,26.976,0.646,0.351,0.225,0.07,0.646,0.057,0.23,3.134e-4,0,0,0,0,0.002,1.931,90.012,14.241,999.6,0.001,339.929,0.35,1.277e7,79,50,0.037,0.046,0.015
1.735,397.402,397.402,119.329,119.466,11.19,11.272,13.993,6.417e-4,13.993,90.012,5.73,1.356,28.61,-80.6,0.017,-5.119e-6,9.511,-0.115,86.345,90.012,3975,253,0.395,0.002,9.792,1227,905,4.092,110.789,2.846,27.2,0.646,0.351,0.225,0.071,0.646,0.003,0.009,-2.097e-4,0,0,0,0,0.003,1.857,90.012,14.213,999,0.001,339.912,0.352,1.282e7,79,50,0.05,0.046,0.015
1.785,417.014,417.014,119.742,119.88,5.334,5.334,14.934,7.083e-4,14.934,90.012,5.764,0.034,28.61,-80.6,0.401,-1.051e-6,-5.787,-0.006,86.746,90.012,3973,251,0.395,0.002,9.792,1221,905,4.014,87.405,2.247,27.396,0.646,0.351,0.225,0.071,0.647,0.076,0.305,-4.582e-4,0,0,0,0,-0.001,1.897,90.012,14.174,998.3,0.001,339.888,0.353,1.286e7,79,50,0.027,0.047,0.015
1.812,427.664,427.664,119.843,119.981,2.151,2.183,15.446,7.457e-4,15.446,90.012,5.758,0.37,28.61,-80.6,0.516,-1.304e-6,-1.146,-0.007,86.86,90.012,3972,249,0.394,0.002,9.792,1219,905,3.996,74.731,1.922,27.444,0.646,0.351,0.225,0.071,0.647,0.095,0.377,-2.843e-4,0,0,0,0,-4.239e-5,1.923,90.012,14.153,998,0.001,339.875,0.353,1.287e7,79,50,0.008,0.047,0.015
1.82,430.771,430.771,119.856,119.995,1.222,1.293,15.597,7.572e-4,15.597,90.012,5.755,0.422,28.61,-80.6,0.516,-1.342e-6,0.286,-0.006,86.86,90.012,3971,249,0.394,0.002,9.792,1219,905,3.997,71.036,1.827,27.447,0.646,0.351,0.225,0.071,0.647,0.095,0.378,3.434e-4,0,0,0,0,2.802e-6,1.92,90.012,14.147,997.9,0.001,339.872,0.353,1.287e7,79,50,0.012,0.047,0.015
1.832,435.433,435.433,119.863,120.001,-0.145,0.475,15.82,7.746e-4,15.82,90.012,5.75,0.453,28.61,-80.6,0.516,-1.307e-6,2.464,-0.006,86.86,90.012,3971,249,0.394,0.002,9.792,1220,905,4.001,65.6,1.687,27.444,0.646,0.351,0.225,0.071,0.647,0.091,0.363,1.316e-4,0,0,0,0,1.888e-4,1.916,90.012,14.137,997.7,0.001,339.866,0.353,1.287e7,79,50,0.018,0.048,0.015
1.85,442.421,442.421,119.842,119.98,-2.197,2.234,16.155,8.015e-4,16.155,90.012,5.742,0.406,28.61,-80.6,0.401,-1.156e-6,5.329,-0.005,86.746,90.012,3970,248,0.394,0.002,9.792,1221,905,4.018,57.446,1.478,27.423,0.646,0.351,0.225,0.071,0.647,0.077,0.306,4.859e-5,0,0,0,0,9.111e-4,1.909,90.012,14.123,997.4,0.001,339.858,0.353,1.287e7,79,50,0.027,0.048,0.015
1.876,452.9,452.9,119.742,119.88,-5.274,5.279,16.657,8.445e-4,16.657,90.012,5.733,0.213,28.61,-80.6,0.229,-9.517e-7,8.537,-0.01,86.574,90.012,3970,248,0.394,0.002,9.792,1224,905,4.055,45.216,1.163,27.358,0.646,0.351,0.225,0.071,0.646,0.044,0.175,4.629e-4,0,0,0,0,0.002,1.931,90.012,14.103,997.1,0.001,339.845,0.353,1.285e7,79,50,0.028,0.049,0.015
1.904,463.78,463.78,119.552,119.689,-8.473,8.473,17.178,8.917e-4,17.178,90.012,5.731,0.075,28.61,-80.6,0.003,-1.678e-6,-9.683,-0.917,86.345,90.012,3969,247,0.393,0.002,9.792,1228,905,4.106,32.505,0.836,27.256,0.646,0.351,0.225,0.071,0.646,4.95e-4,0.005,-1.653e-4,0,0,0,0,-0.003,1.946,90.012,14.081,996.7,0.001,339.832,0.353,1.283e7,79,50,0.042,0.049,0.015
1.946,480.056,480.056,119.162,119.3,-10.295,10.316,17.963,9.672e-4,17.963,90.012,5.748,0.658,28.61,-80.6,0.344,-3.902e-6,-6.761,-0.007,85.944,90.012,3968,246,0.393,0.002,9.792,1222,904,4.031,25.271,0.65,27.071,0.646,0.351,0.225,0.07,0.646,0.067,0.272,2.159e-4,0,0,0,0,-0.001,1.886,90.012,14.049,996.1,0.001,339.813,0.351,1.278e7,79,50,0.031,0.049,0.015
1.976,492.034,492.034,118.826,118.966,-11.61,11.632,18.54,0.001,18.54,90.012,5.77,0.713,28.61,-80.6,0.458,-4.421e-6,-2.177,-0.007,85.829,90.012,3968,246,0.393,0.002,9.792,1220,904,4.016,19.931,0.513,26.914,0.646,0.351,0.225,0.07,0.646,0.082,0.329,6.262e-5,0,0,0,0,-1.555e-4,1.965,90.012,14.025,995.7,0.001,339.798,0.35,1.274e7,79,50,0.014,0.05,0.015
1.99,497.395,497.395,118.662,118.803,-12.19,12.206,18.802,0.001,18.802,90.012,5.779,0.638,28.61,-80.6,0.458,-4.524e-6,-0.057,-0.006,85.829,90.012,3968,246,0.393,0.002,9.792,1221,904,4.019,17.537,0.451,26.834,0.646,0.351,0.225,0.07,0.646,0.079,0.317,1.132e-4,0,0,0,0,-1.247e-7,2.009,90.012,14.015,995.5,0.001,339.792,0.35,1.272e7,79,50,0.021,0.05,0.015
2.011,505.417,505.417,118.405,118.546,-12.772,12.78,19.193,0.001,19.193,90.012,5.79,0.472,28.61,-80.6,0.401,-4.927e-6,2.807,-0.006,85.829,90.012,3968,246,0.393,0.002,9.792,1222,904,4.032,15.056,0.388,26.706,0.646,0.351,0.225,0.07,0.646,0.067,0.272,3.361e-4,0,0,0,0,2.61e-4,2.051,90.012,13.999,995.2,0.001,339.782,0.349,1.269e7,79,50,0.031,0.05,0.015
2.042,517.418,517.418,117.996,118.138,-13.632,13.632,19.78,0.001,19.78,90.012,5.799,0.089,28.61,-80.6,0.229,-4.058e-6,5.959,-0.016,86.001,90.012,3968,245,0.393,0.002,9.792,1224,904,4.067,11.336,0.292,26.501,0.646,0.351,0.225,0.07,0.646,0.036,0.146,2.02e-4,0,0,0,0,0.001,2.08,90.012,13.975,994.8,0.001,339.768,0.348,1.265e7,79,50,0.033,0.051,0.015
2.075,530.331,530.331,117.525,117.668,-14.555,14.561,20.417,0.001,20.417,90.012,5.794,0.394,28.61,-80.6,0.034,-4.328e-6,-6.875,-0.115,86.173,90.012,3967,245,0.393,0.002,9.792,1227,904,4.101,7.317,0.188,26.271,0.645,0.351,0.224,0.07,0.645,0.006,0.027,-2.169e-4,0,0,0,0,-0.002,2.081,90.012,13.949,994.3,0.001,339.752,0.347,1.259e7,79,50,0.05,0.051,0.015
2.125,549.551,549.551,116.773,116.915,-15.52,15.549,21.365,0.001,21.365,90.012,5.759,0.948,28.61,-80.6,0.344,-4.077e-6,-3.667,-0.005,86.459,90.012,3967,245,0.393,0.002,9.792,1222,904,4.043,3.013,0.078,25.92,0.645,0.351,0.224,0.07,0.645,0.057,0.232,4.344e-4,0,0,0,0,-4.447e-4,2.07,90.012,13.911,993.6,0.001,339.729,0.344,1.251e7,79,50,0.035,0.052,0.015
# Event BURNOUT occurred at t=2.16 seconds
2.16,562.927,562.927,116.218,116.359,-16.208,16.244,22.024,0.001,22.024,90.012,5.723,1.074,28.61,-80.6,0.344,-3.476e-6,0.516,-0.003,86.517,90.012,3967,245,0.393,0.002,9.792,1222,904,4.032,0,0,25.66,0.645,0.351,0.224,0.07,0.645,0.067,0.269,6.048e-5,0,0,0,0,9.369e-6,2.06,90.012,13.885,993.1,0.001,339.713,0.343,1.244e7,79,50,0.033,0.052,0.015
2.193,575.312,575.312,115.691,115.831,-16.153,16.179,22.635,0.001,22.635,90.012,5.69,0.915,28.61,-80.6,0.286,-1.452e-6,4.125,-0.006,86.459,90.012,3967,245,0.393,0.002,9.792,1223,904,4.05,0,0,25.407,0.645,0.351,0.224,0.07,0.645,0.051,0.206,2.211e-4,0,0,0,0,5.84e-4,2.041,90.012,13.86,992.7,0.001,339.698,0.341,1.238e7,79,50,0.043,0.052,0.015
2.236,591.585,591.585,114.998,115.137,-16.095,16.103,23.435,0.001,23.435,90.012,5.66,0.5,28.61,-80.6,0.039,-3.668e-6,6.474,-0.049,86.23,90.012,3967,245,0.393,0.002,9.792,1227,904,4.1,0,0,25.076,0.645,0.351,0.224,0.07,0.645,0.007,0.028,-4.189e-4,0,0,0,0,0.001,2.019,90.012,13.828,992.1,0.001,339.679,0.339,1.23e7,79,50,0.05,0.053,0.015
2.286,610.381,610.381,114.195,114.334,-16.036,16.036,24.36,0.002,24.36,90.012,5.647,0.017,28.61,-80.6,0.229,-4.852e-6,-4.584,-0.007,85.944,90.012,3967,245,0.393,0.002,9.792,1223,904,4.055,0,0,24.709,0.644,0.351,0.224,0.07,0.645,0.046,0.186,4.567e-4,0,0,0,0,-7.349e-4,1.98,90.012,13.791,991.4,0.001,339.656,0.337,1.221e7,79,50,0.049,0.053,0.015
2.335,628.684,628.684,113.411,113.551,-15.952,15.952,25.269,0.002,25.269,90.012,5.65,0.048,28.61,-80.6,0.286,-6.967e-6,0.172,-0.004,85.829,90.012,3967,245,0.393,0.002,9.792,1223,904,4.046,0,0,24.354,0.644,0.351,0.223,0.07,0.644,0.054,0.217,4.635e-4,0,0,0,0,8.623e-7,2.055,90.012,13.754,990.8,0.001,339.634,0.335,1.212e7,79,50,0.042,0.053,0.015
2.377,644.423,644.423,112.736,112.877,-15.86,15.86,26.056,0.002,26.056,90.012,5.649,0.134,28.61,-80.6,0.172,-7.42e-6,3.38,-0.003,85.886,90.012,3967,245,0.393,0.002,9.792,1224,904,4.068,0,0,24.044,0.644,0.351,0.223,0.07,0.644,0.033,0.136,-4.812e-4,0,0,0,0,4.171e-4,2.072,90.012,13.723,990.2,0.001,339.615,0.333,1.205e7,79,50,0.05,0.054,0.014
2.427,662.851,662.851,111.946,112.087,-15.742,15.751,26.982,0.002,26.982,90.012,5.633,0.52,28.61,-80.6,0.057,-6.388e-6,-4.584,-0.004,86.116,90.012,3967,245,0.393,0.002,9.792,1226,904,4.094,0,0,23.686,0.644,0.351,0.223,0.07,0.644,0.011,0.045,-2.959e-4,0,0,0,0,-7.591e-4,2.098,90.012,13.687,989.6,0.001,339.593,0.33,1.196e7,79,50,0.05,0.054,0.014
2.477,681.152,681.152,111.161,111.302,-15.634,15.657,27.904,0.002,27.904,90.012,5.598,0.843,28.61,-80.6,0.286,-5.024e-6,-1.776,0.002,86.287,90.012,3967,245,0.393,0.002,9.792,1223,904,4.05,0,0,23.341,0.643,0.351,0.223,0.069,0.644,0.049,0.199,-2.612e-4,0,0,0,0,-1.166e-4,2.16,90.012,13.651,988.9,0.001,339.571,0.328,1.187e7,79,50,0.048,0.055,0.014
2.525,698.701,698.701,110.408,110.548,-15.554,15.573,28.786,0.002,28.786,90.012,5.557,0.765,28.61,-80.6,0.229,-3.571e-6,2.349,0.002,86.287,90.012,3967,245,0.393,0.002,9.792,1224,904,4.058,0,0,23.003,0.643,0.351,0.223,0.069,0.643,0.041,0.168,7.255e-5,0,0,0,0,2.068e-4,2.101,90.012,13.616,988.3,0.001,339.55,0.326,1.179e7,79,50,0.05,0.055,0.014
2.575,716.749,716.749,109.632,109.772,-15.488,15.494,29.695,0.002,29.695,90.012,5.527,0.42,28.61,-80.6,0.011,-4.443e-6,4.125,0.028,86.116,90.012,3967,245,0.393,0.002,9.792,1227,904,4.103,0,0,22.654,0.643,0.351,0.222,0.069,0.643,0.002,0.007,-1.537e-4,0,0,0,0,6.391e-4,1.988,90.012,13.58,987.6,0.001,339.528,0.324,1.17e7,79,50,0.05,0.055,0.014
2.625,734.672,734.672,108.86,108.999,-15.422,15.423,30.6,0.002,30.6,90.012,5.514,0.151,28.61,-80.6,0.172,-4.837e-6,-2.75,7.047e-4,85.886,90.012,3967,245,0.393,0.002,9.791,1225,904,4.07,0,0,22.318,0.643,0.351,0.222,0.069,0.643,0.03,0.124,2.294e-4,0,0,0,0,-2.934e-4,1.952,90.012,13.544,987,0.001,339.507,0.321,1.161e7,79,50,0.05,0.056,0.014
2.675,752.464,752.464,108.09,108.231,-15.343,15.344,31.506,0.002,31.506,90.012,5.509,0.089,28.61,-80.6,0.229,-5.711e-6,0.172,0.001,85.829,90.012,3967,245,0.393,0.002,9.791,1224,904,4.061,0,0,21.986,0.642,0.351,0.222,0.069,0.643,0.038,0.154,-1.151e-4,0,0,0,0,9.321e-7,1.949,90.012,13.509,986.4,0.001,339.485,0.319,1.152e7,79,50,0.05,0.056,0.014
2.725,770.135,770.135,107.325,107.466,-15.249,15.251,32.408,0.003,32.408,90.012,5.501,0.237,28.61,-80.6,0.115,-5.212e-6,2.578,-0.004,85.944,90.012,3967,245,0.393,0.002,9.791,1225,904,4.082,0,0,21.657,0.642,0.351,0.222,0.069,0.642,0.02,0.079,-4.337e-4,0,0,0,0,2.657e-4,1.956,90.012,13.474,985.7,0.001,339.464,0.317,1.144e7,79,50,0.05,0.056,0.014
2.775,787.677,787.677,106.565,106.706,-15.151,15.158,33.31,0.003,33.31,90.012,5.483,0.474,28.61,-80.6,0.057,-4.833e-6,-2.922,-0.003,86.058,90.012,3967,245,0.393,0.002,9.791,1226,904,4.092,0,0,21.333,0.642,0.351,0.222,0.069,0.642,0.011,0.045,1.021e-4,0,0,0,0,-3.399e-4,1.965,90.012,13.439,985.1,0.001,339.443,0.315,1.135e7,79,50,0.05,0.057,0.014
2.825,805.095,805.095,105.81,105.951,-15.06,15.073,34.206,0.003,34.206,90.012,5.455,0.631,28.61,-80.6,0.172,-4.456e-6,-1.146,0.003,86.173,90.012,3967,245,0.393,0.002,9.791,1224,904,4.067,0,0,21.016,0.642,0.352,0.222,0.069,0.642,0.032,0.131,2.691e-4,0,0,0,0,-5.18e-5,1.961,90.012,13.405,984.5,0.001,339.422,0.313,1.127e7,79,50,0.05,0.057,0.014
2.875,822.392,822.392,105.059,105.199,-14.983,14.995,35.098,0.003,35.098,90.012,5.424,0.587,28.61,-80.6,0.172,-5.194e-6,1.375,0.005,86.173,90.012,3967,245,0.393,0.002,9.791,1225,904,4.072,0,0,20.7,0.642,0.352,0.221,0.069,0.642,0.028,0.113,3.109e-4,0,0,0,0,7.799e-5,1.91,90.012,13.371,983.9,0.001,339.402,0.31,1.118e7,79,50,0.05,0.058,0.013
