# maciexl-1-or (Data loaded from a file)
# 498 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.825,1643.415,1643.415,66.166,66.325,-11.774,11.777,83.212,0.016,83.212,90.012,4.588,0.275,28.61,-80.6,0.115,-5.586e-6,2.578,-0.008,84.511,89.954,3967,245,0.393,0.002,9.791,1224,904,4.063,0,0,7.932,0.632,0.354,0.214,0.065,0.632,0.024,0.098,1.956e-5,0,0,0,0,6.857e-4,1.906,90.012,11.744,954.5,0.001,338.416,0.196,6.919e6,79,50,0.05,0.078,0.008
5.875,1654.219,1654.219,65.578,65.737,-11.738,11.742,83.963,0.016,83.963,90.012,4.574,0.277,28.61,-80.6,0.115,-5.64e-6,3.38,-0.006,84.397,89.954,3967,245,0.393,0.002,9.791,1224,904,4.063,0,0,7.792,0.632,0.354,0.214,0.065,0.632,0.025,0.099,-2.806e-4,0,0,0,0,0.001,2.038,90.012,11.723,954.1,0.001,338.403,0.195,6.857e6,79,50,0.05,0.078,0.008
5.925,1664.931,1664.931,64.992,65.152,-11.708,11.71,84.715,0.016,84.715,90.012,4.561,0.224,28.61,-80.6,0.038,-5.463e-6,3.839,-0.009,84.225,90.012,3967,245,0.393,0.002,9.791,1226,904,4.083,0,0,7.651,0.632,0.354,0.214,0.065,0.632,0.007,0.026,3.014e-4,0,0,0,0,0.002,2.086,90.012,11.701,953.8,0.001,338.39,0.193,6.795e6,79,50,0.05,0.079,0.008
5.975,1675.545,1675.545,64.407,64.568,-11.679,11.68,85.463,0.016,85.463,90.012,4.552,0.168,28.61,-80.6,0.057,-5.463e-6,-3.724,3.544e-4,83.996,90.012,3967,245,0.393,0.002,9.791,1225,904,4.076,0,0,7.513,0.632,0.354,0.214,0.065,0.632,0.013,0.053,3.318e-4,0,0,0,0,-0.002,2.13,90.012,11.68,953.4,0.001,338.377,0.191,6.733e6,79,50,0.05,0.079,0.008
6.025,1686.06,1686.06,63.824,63.986,-11.653,11.653,86.207,0.016,86.207,90.012,4.545,0.085,28.61,-80.6,0.229,-5.461e-6,-3.094,2.648e-4,83.824,90.012,3967,245,0.393,0.002,9.791,1222,904,4.042,0,0,7.376,0.632,0.354,0.214,0.065,0.632,0.042,0.17,-3.806e-4,0,0,0,0,-0.001,2.09,90.012,11.66,953.1,0.001,338.365,0.19,6.671e6,79,50,0.05,0.079,0.008
6.075,1696.483,1696.483,63.242,63.405,-11.624,11.624,86.952,0.016,86.952,90.012,4.542,0.035,28.61,-80.6,0.344,-5.533e-6,-1.604,0.002,83.709,90.012,3967,245,0.393,0.002,9.791,1221,904,4.021,0,0,7.24,0.632,0.354,0.213,0.065,0.632,0.06,0.243,8.124e-5,0,0,0,0,-2.822e-4,2.05,90.012,11.639,952.7,0.001,338.352,0.188,6.609e6,79,50,0.05,0.08,0.008
6.125,1706.811,1706.811,62.662,62.826,-11.592,11.592,87.697,0.016,87.697,90.012,4.54,0.022,28.61,-80.6,0.344,-5.18e-6,-0.037,2.918e-4,83.652,90.012,3967,245,0.393,0.002,9.791,1220,904,4.016,0,0,7.105,0.632,0.354,0.213,0.065,0.632,0.065,0.262,-4.935e-4,0,0,0,0,-1.573e-7,2.007,90.012,11.618,952.3,0.001,338.34,0.186,6.547e6,79,50,0.05,0.08,0.008
6.175,1717.041,1717.041,62.083,62.249,-11.557,11.557,88.442,0.016,88.442,90.012,4.54,0.028,28.61,-80.6,0.344,-5.45e-6,1.719,4.654e-4,83.709,90.012,3967,245,0.393,0.002,9.791,1221,904,4.019,0,0,6.971,0.632,0.354,0.213,0.064,0.632,0.062,0.25,4.719e-4,0,0,0,0,3.39e-4,1.919,90.012,11.598,952,0.001,338.327,0.184,6.484e6,79,50,0.05,0.08,0.008
6.225,1727.178,1727.178,61.506,61.673,-11.514,11.514,89.186,0.016,89.186,90.012,4.537,0.112,28.61,-80.6,0.172,-5.621e-6,2.922,-0.002,83.824,90.012,3967,245,0.393,0.002,9.791,1223,904,4.056,0,0,6.838,0.631,0.354,0.213,0.064,0.631,0.03,0.12,-8.675e-5,0,0,0,0,0.001,1.928,90.012,11.578,951.7,0.001,338.315,0.183,6.423e6,79,50,0.05,0.08,0.008
6.275,1737.221,1737.221,60.931,61.099,-11.469,11.471,89.931,0.016,89.931,90.012,4.528,0.225,28.61,-80.6,0.057,-5.66e-6,-3.094,-0.006,83.996,90.012,3967,245,0.393,0.002,9.791,1225,904,4.073,0,0,6.71,0.631,0.354,0.213,0.064,0.631,0.015,0.062,1.067e-4,0,0,0,0,-0.001,1.979,90.012,11.558,951.3,0.001,338.303,0.181,6.363e6,79,50,0.05,0.081,0.008
6.325,1747.169,1747.169,60.359,60.528,-11.427,11.432,90.673,0.016,90.673,90.012,4.514,0.331,28.61,-80.6,0.344,-5.741e-6,-2.235,-0.004,84.11,90.012,3967,245,0.393,0.002,9.791,1221,904,4.023,0,0,6.586,0.631,0.354,0.213,0.064,0.631,0.059,0.236,6.335e-5,0,0,0,0,-6.14e-4,2.044,90.012,11.539,951,0.001,338.291,0.179,6.303e6,79,50,0.05,0.081,0.008
6.375,1757.024,1757.024,59.789,59.957,-11.389,11.396,91.411,0.016,91.411,90.012,4.496,0.396,28.61,-80.6,0.458,-5.517e-6,-0.401,-0.003,84.168,89.954,3967,245,0.393,0.002,9.791,1218,904,3.991,0,0,6.464,0.631,0.354,0.213,0.064,0.632,0.087,0.348,-4.08e-4,0,0,0,0,-2.207e-5,2.093,90.012,11.519,950.6,0.001,338.279,0.178,6.243e6,79,50,0.05,0.081,0.008
6.425,1766.785,1766.785,59.22,59.389,-11.357,11.364,92.146,0.02,92.146,90.012,4.476,0.405,28.61,-80.6,0.516,-5.508e-6,1.719,-0.004,84.168,89.954,3967,245,0.393,0.002,9.791,1218,904,3.984,0,0,6.341,0.631,0.354,0.213,0.064,0.632,0.093,0.372,-4.675e-4,0,0,0,0,3.737e-4,2.12,90.012,11.5,950.3,0.001,338.268,0.176,6.183e6,79,50,0.05,0.082,0.008
6.475,1776.453,1776.453,58.653,58.822,-11.331,11.336,92.881,0.02,92.881,90.012,4.456,0.351,28.61,-80.6,0.401,-5.408e-6,3.667,-0.006,84.053,89.954,3967,245,0.393,0.002,9.791,1220,904,4.006,0,0,6.217,0.631,0.354,0.213,0.064,0.631,0.073,0.29,-8.477e-5,0,0,0,0,0.002,2.102,90.012,11.48,950,0.001,338.256,0.174,6.123e6,79,50,0.05,0.082,0.008
6.525,1786.027,1786.027,58.087,58.256,-11.31,11.312,93.609,0.02,93.609,90.012,4.441,0.248,28.61,-80.6,0.172,-5.42e-6,4.87,-0.015,83.824,89.954,3967,245,0.393,0.002,9.791,1223,904,4.054,0,0,6.092,0.631,0.354,0.213,0.064,0.631,0.031,0.121,4.951e-5,0,0,0,0,0.003,2.038,90.012,11.462,949.6,0.001,338.245,0.173,6.062e6,79,50,0.05,0.082,0.007
6.575,1795.512,1795.512,57.522,57.692,-11.29,11.291,94.337,0.02,94.337,90.012,4.431,0.147,28.61,-80.6,0.057,-5.372e-6,-5.042,-0.034,83.537,89.954,3967,245,0.393,0.002,9.79,1225,904,4.075,0,0,5.971,0.631,0.354,0.213,0.064,0.631,0.012,0.054,-2.05e-4,0,0,0,0,-0.003,1.992,90.012,11.443,949.3,0.001,338.233,0.171,6.002e6,79,50,0.05,0.083,0.007
6.625,1804.902,1804.902,56.958,57.13,-11.273,11.273,95.062,0.02,95.062,90.012,4.427,0.036,28.61,-80.6,0.344,-5.451e-6,-4.297,-0.006,83.308,89.954,3967,245,0.393,0.002,9.79,1220,904,4.019,0,0,5.853,0.631,0.354,0.213,0.064,0.631,0.061,0.249,-4.794e-4,0,0,0,0,-0.003,1.897,90.012,11.424,949,0.001,338.222,0.169,5.941e6,79,50,0.05,0.083,0.007
6.675,1814.196,1814.196,56.395,56.568,-11.254,11.255,95.791,0.02,95.791,90.012,4.427,0.048,28.61,-80.6,0.573,-5.449e-6,-2.464,-0.004,83.136,89.954,3967,245,0.393,0.002,9.79,1217,904,3.976,0,0,5.738,0.631,0.354,0.213,0.064,0.631,0.1,0.399,-4.962e-4,0,0,0,0,-8.695e-4,1.795,90.012,11.406,948.7,0.001,338.211,0.168,5.881e6,79,50,0.05,0.083,0.007
6.725,1823.402,1823.402,55.833,56.008,-11.226,11.226,96.516,0.02,96.516,90.012,4.43,0.052,28.61,-80.6,0.573,-4.921e-6,-0.286,-0.003,83.079,89.954,3967,245,0.393,0.002,9.79,1217,904,3.973,0,0,5.623,0.63,0.354,0.212,0.064,0.631,0.103,0.409,-2.244e-4,0,0,0,0,-1.346e-5,1.782,90.012,11.387,948.4,0.001,338.2,0.166,5.821e6,79,50,0.05,0.084,0.007
6.775,1832.516,1832.516,55.272,55.449,-11.194,11.194,97.244,0.02,97.244,90.012,4.432,0.032,28.61,-80.6,0.516,-5.201e-6,1.604,-0.003,83.136,90.012,3967,245,0.393,0.002,9.79,1218,904,3.983,0,0,5.508,0.63,0.354,0.212,0.064,0.631,0.094,0.373,-3.365e-4,0,0,0,0,3.893e-4,1.734,90.012,11.369,948.1,0.001,338.189,0.164,5.762e6,79,50,0.05,0.084,0.007
6.825,1841.535,1841.535,54.713,54.892,-11.158,11.158,97.969,0.02,97.969,90.012,4.433,0.029,28.61,-80.6,0.344,-5.545e-6,3.323,-0.003,83.251,90.012,3967,245,0.393,0.002,9.79,1220,904,4.015,0,0,5.394,0.63,0.354,0.212,0.064,0.631,0.065,0.258,-4.625e-4,0,0,0,0,0.002,1.704,90.012,11.352,947.8,0.001,338.178,0.163,5.703e6,79,50,0.05,0.084,0.007
6.875,1850.466,1850.466,54.156,54.337,-11.117,11.118,98.698,0.02,98.698,90.012,4.429,0.131,28.61,-80.6,0.057,-5.659e-6,4.068,-0.012,83.423,90.012,3967,245,0.393,0.002,9.79,1225,904,4.073,0,0,5.282,0.63,0.354,0.212,0.064,0.63,0.013,0.052,-4.868e-4,0,0,0,0,0.003,1.738,90.012,11.334,947.5,0.001,338.167,0.161,5.645e6,79,50,0.05,0.085,0.007
6.925,1859.304,1859.304,53.601,53.783,-11.08,11.082,99.423,0.02,99.423,90.012,4.42,0.213,28.61,-80.6,0.172,-5.693e-6,-3.839,-0.006,83.652,90.012,3967,245,0.393,0.002,9.79,1223,904,4.054,0,0,5.174,0.63,0.354,0.212,0.064,0.63,0.03,0.123,1.144e-4,0,0,0,0,-0.002,1.724,90.012,11.316,947.2,0.001,338.157,0.16,5.586e6,79,50,0.05,0.085,0.007
6.975,1868.051,1868.051,53.048,53.231,-11.044,11.048,100.148,0.023,100.148,90.012,4.407,0.308,28.61,-80.6,0.458,-5.844e-6,-2.922,-0.002,83.824,89.954,3967,245,0.393,0.002,9.79,1219,904,3.996,0,0,5.071,0.63,0.354,0.212,0.064,0.63,0.081,0.324,1.507e-4,0,0,0,0,-0.001,1.775,90.012,11.299,946.9,0.001,338.146,0.158,5.529e6,79,50,0.05,0.085,0.007
7.025,1876.709,1876.709,52.497,52.68,-11.009,11.017,100.869,0.023,100.869,90.012,4.389,0.405,28.61,-80.6,0.745,-5.286e-6,-0.917,-0.002,83.881,89.954,3967,245,0.393,0.002,9.79,1214,904,3.939,0,0,4.973,0.63,0.354,0.212,0.064,0.631,0.134,0.529,3.137e-4,0,0,0,0,-1.36e-4,1.906,90.012,11.282,946.6,0.001,338.136,0.156,5.472e6,79,50,0.05,0.085,0.007
7.075,1885.276,1885.276,51.947,52.131,-10.98,10.989,101.588,0.023,101.588,90.012,4.368,0.434,28.61,-80.6,0.859,-5.393e-6,1.719,-0.002,83.881,89.954,3967,245,0.393,0.002,9.79,1213,904,3.919,0,0,4.872,0.63,0.354,0.212,0.064,0.631,0.153,0.6,2.449e-4,0,0,0,0,4.884e-4,1.972,90.012,11.265,946.3,0.001,338.125,0.155,5.415e6,79,50,0.05,0.086,0.007
7.125,1893.753,1893.753,51.399,51.582,-10.958,10.965,102.3,0.023,102.3,90.012,4.347,0.389,28.61,-80.6,0.745,-5.89e-6,4.24,-0.003,83.709,89.954,3967,245,0.393,0.002,9.79,1214,904,3.94,0,0,4.767,0.63,0.354,0.212,0.064,0.631,0.133,0.521,7.99e-5,0,0,0,0,0.003,1.964,90.012,11.248,946,0.001,338.115,0.153,5.357e6,79,50,0.05,0.086,0.007
7.175,1902.139,1902.139,50.851,51.035,-10.939,10.943,103.012,0.023,103.012,90.012,4.329,0.312,28.61,-80.6,0.516,-5.68e-6,6.131,-0.004,83.48,89.954,3967,245,0.393,0.002,9.79,1218,904,3.983,0,0,4.661,0.63,0.354,0.212,0.064,0.63,0.093,0.364,-2.773e-4,0,0,0,0,0.007,1.955,90.012,11.231,945.7,0.001,338.105,0.152,5.3e6,79,50,0.05,0.087,0.007
7.225,1910.436,1910.436,50.305,50.49,-10.919,10.922,103.72,0.023,103.72,90.012,4.316,0.254,28.61,-80.6,0.344,-5.704e-6,7.277,-0.008,83.136,89.954,3967,245,0.393,0.002,9.79,1220,904,4.018,0,0,4.561,0.63,0.354,0.212,0.064,0.63,0.061,0.234,3.541e-4,0,0,0,0,0.01,2.045,90.012,11.215,945.4,0.001,338.095,0.15,5.244e6,79,50,0.05,0.087,0.006
7.275,1918.642,1918.642,49.76,49.945,-10.904,10.905,104.429,0.023,104.429,90.012,4.304,0.172,28.61,-80.6,0.057,-5.856e-6,8.021,-0.036,82.735,89.954,3967,245,0.393,0.002,9.79,1225,904,4.073,0,0,4.462,0.63,0.354,0.212,0.064,0.63,0.013,0.042,-7.264e-5,0,0,0,0,0.012,2.094,90.012,11.199,945.1,0.001,338.085,0.148,5.187e6,79,50,0.05,0.087,0.006
7.325,1926.762,1926.762,49.215,49.402,-10.893,10.893,105.135,0.023,105.135,90.012,4.299,0.07,28.61,-80.6,0.286,-5.93e-6,-7.62,-0.009,82.334,89.954,3967,245,0.393,0.002,9.79,1222,904,4.032,0,0,4.365,0.63,0.354,0.212,0.064,0.63,0.048,0.204,-3.434e-4,0,0,0,0,-0.011,2.075,90.012,11.183,944.9,0.001,338.076,0.147,5.13e6,79,50,0.05,0.088,0.006
7.375,1934.79,1934.79,48.67,48.86,-10.878,10.878,105.84,0.023,105.84,90.012,4.297,0.006,28.61,-80.6,0.516,-6.073e-6,-6.474,-0.005,81.99,89.954,3967,245,0.393,0.002,9.79,1218,904,3.987,0,0,4.272,0.629,0.354,0.212,0.064,0.63,0.088,0.361,-2.502e-4,0,0,0,0,-0.008,2.12,90.012,11.167,944.6,0.001,338.066,0.145,5.074e6,79,50,0.05,0.088,0.006
7.425,1942.73,1942.73,48.127,48.318,-10.863,10.863,106.545,0.023,106.545,90.012,4.298,0.042,28.61,-80.6,0.688,-5.936e-6,-4.87,-0.003,81.704,89.954,3967,245,0.393,0.002,9.79,1215,904,3.952,0,0,4.181,0.629,0.354,0.212,0.064,0.63,0.121,0.481,-1.077e-4,0,0,0,0,-0.005,2.143,90.012,11.151,944.3,0.001,338.056,0.144,5.018e6,79,50,0.05,0.088,0.006
7.475,1950.581,1950.581,47.584,47.778,-10.844,10.844,107.251,0.026,107.251,90.012,4.301,0.069,28.61,-80.6,0.745,-6.028e-6,-2.865,-0.002,81.532,89.954,3967,245,0.393,0.002,9.79,1214,904,3.931,0,0,4.089,0.629,0.354,0.211,0.064,0.63,0.14,0.553,2.329e-4,0,0,0,0,-0.002,2.143,90.012,11.136,944,0.001,338.047,0.142,4.961e6,79,50,0.05,0.089,0.006
7.525,1958.34,1958.34,47.042,47.239,-10.818,10.818,107.956,0.026,107.956,90.012,4.304,0.05,28.61,-80.6,0.745,-5.999e-6,-0.859,-9.545e-4,81.417,90.012,3967,245,0.393,0.002,9.79,1214,904,3.942,0,0,3.997,0.629,0.354,0.211,0.064,0.63,0.13,0.514,-1.217e-4,0,0,0,0,-1.561e-4,2.189,90.012,11.12,943.8,0.001,338.038,0.14,4.906e6,79,50,0.05,0.089,0.006
7.575,1966.014,1966.014,46.502,46.701,-10.791,10.791,108.661,0.026,108.661,90.012,4.305,0.024,28.61,-80.6,0.63,-6.297e-6,0.802,-9.477e-4,81.417,90.012,3967,245,0.393,0.002,9.79,1216,904,3.959,0,0,3.905,0.629,0.354,0.211,0.063,0.63,0.114,0.453,1.48e-4,0,0,0,0,1.347e-4,2.185,90.012,11.105,943.5,0.001,338.028,0.139,4.849e6,79,50,0.05,0.089,0.006
7.625,1973.596,1973.596,45.963,46.165,-10.763,10.763,109.367,0.026,109.367,90.012,4.306,5.478e-4,28.61,-80.6,0.573,-6.497e-6,2.292,-0.001,81.475,90.012,3967,245,0.393,0.002,9.79,1217,904,3.976,0,0,3.812,0.629,0.354,0.211,0.063,0.63,0.098,0.389,9.469e-5,0,0,0,0,0.001,2.116,90.012,11.09,943.3,0.001,338.019,0.137,4.792e6,79,50,0.05,0.09,0.006
7.675,1981.093,1981.093,45.426,45.63,-10.728,10.728,110.075,0.026,110.075,90.012,4.305,0.082,28.61,-80.6,0.229,-6.543e-6,3.38,-0.004,81.646,90.012,3967,245,0.393,0.002,9.79,1222,904,4.04,0,0,3.723,0.629,0.354,0.211,0.063,0.629,0.041,0.162,4.418e-5,0,0,0,0,0.003,2.18,90.012,11.075,943,0.001,338.01,0.136,4.737e6,79,50,0.05,0.09,0.006
7.725,1988.501,1988.501,44.891,45.096,-10.695,10.696,110.781,0.026,110.781,90.012,4.298,0.161,28.61,-80.6,0.115,-6.503e-6,-3.438,-0.01,81.818,89.954,3967,245,0.393,0.002,9.79,1224,904,4.067,0,0,3.637,0.629,0.354,0.211,0.063,0.629,0.017,0.072,1.575e-4,0,0,0,0,-0.003,2.231,90.012,11.06,942.8,0.001,338.001,0.134,4.683e6,79,50,0.05,0.09,0.006
7.775,1995.82,1995.82,44.357,44.563,-10.668,10.67,111.483,0.026,111.483,90.012,4.289,0.191,28.61,-80.6,0.229,-6.56e-6,-2.979,-0.005,81.99,89.954,3967,245,0.393,0.002,9.79,1222,904,4.037,0,0,3.55,0.629,0.354,0.211,0.063,0.629,0.043,0.176,2.706e-4,0,0,0,0,-0.002,2.15,90.012,11.046,942.5,0.001,337.993,0.133,4.626e6,79,50,0.05,0.091,0.006
7.825,2003.054,2003.054,43.824,44.032,-10.644,10.646,112.188,0.026,112.188,90.012,4.279,0.211,28.61,-80.6,0.344,-6.618e-6,-2.292,-0.004,82.105,89.954,3967,245,0.393,0.002,9.79,1220,904,4.015,0,0,3.464,0.629,0.354,0.211,0.063,0.629,0.062,0.251,-4.854e-4,0,0,0,0,-0.001,2.061,90.012,11.032,942.3,0.001,337.984,0.131,4.569e6,79,50,0.05,0.091,0.006
7.875,2010.2,2010.2,43.292,43.502,-10.62,10.622,112.887,0.026,112.887,90.012,4.268,0.234,28.61,-80.6,0.458,-6.623e-6,-1.432,-0.003,82.219,89.954,3967,245,0.393,0.002,9.79,1218,904,3.991,0,0,3.381,0.629,0.354,0.211,0.063,0.629,0.084,0.337,4.709e-4,0,0,0,0,-4.862e-4,2.016,90.012,11.017,942,0.001,337.975,0.129,4.513e6,79,50,0.05,0.091,0.006
7.925,2017.257,2017.257,42.762,42.973,-10.597,10.6,113.586,0.03,113.586,90.012,4.256,0.249,28.61,-80.6,0.573,-6.744e-6,-0.286,-0.002,82.277,89.954,3967,245,0.393,0.002,9.79,1217,904,3.973,0,0,3.299,0.629,0.354,0.211,0.063,0.629,0.101,0.4,-1.356e-4,0,0,0,0,-1.716e-5,1.986,90.012,11.003,941.8,0.001,337.967,0.128,4.458e6,79,50,0.05,0.092,0.006
7.975,2024.229,2024.229,42.232,42.445,-10.578,10.58,114.285,0.03,114.285,90.012,4.244,0.237,28.61,-80.6,0.516,-6.767e-6,0.917,-0.002,82.219,89.954,3967,245,0.393,0.002,9.79,1217,904,3.978,0,0,3.217,0.629,0.354,0.211,0.063,0.629,0.096,0.38,5.028e-5,0,0,0,0,2.121e-4,1.913,90.012,10.99,941.5,0.001,337.959,0.126,4.402e6,79,50,0.05,0.092,0.005
8.025,2031.112,2031.112,41.704,41.918,-10.557,10.56,114.98,0.03,114.98,90.012,4.232,0.235,28.61,-80.6,0.573,-6.79e-6,1.948,-0.003,82.162,89.954,3967,245,0.393,0.002,9.79,1217,904,3.975,0,0,3.137,0.629,0.354,0.211,0.063,0.629,0.098,0.39,-2.036e-4,0,0,0,0,9.947e-4,1.911,90.012,10.976,941.3,0.001,337.95,0.125,4.347e6,79,50,0.05,0.093,0.005
8.075,2037.91,2037.91,41.177,41.392,-10.539,10.542,115.673,0.03,115.673,90.012,4.22,0.218,28.61,-80.6,0.516,-6.961e-6,3.094,-0.003,82.048,89.954,3967,245,0.393,0.002,9.79,1218,904,3.987,0,0,3.058,0.628,0.354,0.211,0.063,0.629,0.088,0.347,1.161e-4,0,0,0,0,0.003,1.897,90.012,10.962,941.1,0.001,337.942,0.123,4.292e6,79,50,0.05,0.093,0.005
8.125,2044.623,2044.623,40.65,40.867,-10.526,10.528,116.365,0.03,116.365,90.012,4.211,0.162,28.61,-80.6,0.229,-6.984e-6,3.839,-0.004,81.876,89.954,3967,245,0.393,0.002,9.79,1222,904,4.037,0,0,2.977,0.628,0.354,0.211,0.063,0.629,0.043,0.17,1.558e-4,0,0,0,0,0.004,1.777,90.012,10.949,940.8,0.001,337.934,0.122,4.236e6,79,50,0.035,0.093,0.005
# Event EJECTION_CHARGE occurred at t=8.16 seconds
8.16,2049.232,2049.232,40.285,40.504,-10.519,10.519,116.844,0.03,116.844,90.012,4.206,0.117,28.61,-80.6,0.03,-6.979e-6,4.011,-0.025,81.704,89.954,3967,245,0.393,0.002,9.79,1225,904,4.08,0,0,2.921,0.628,0.354,0.211,0.063,0.628,0.005,0.017,3.9e-4,0,0,0,0,0.004,1.675,90.012,10.94,940.7,0.001,337.929,0.12,4.196e6,79,50,0.05,0.094,0.005
8.21,2055.797,2055.797,39.759,39.98,-10.508,10.508,117.533,0.03,117.533,90.012,4.202,0.059,28.61,-80.6,0.229,-6.979e-6,-3.724,-6.818e-4,81.532,89.954,3967,245,0.393,0.002,9.79,1222,904,4.033,0,0,2.844,0.628,0.354,0.211,0.063,0.628,0.046,0.188,-3.707e-4,0,0,0,0,-0.004,1.537,90.012,10.927,940.5,0.001,337.921,0.119,4.14e6,79,50,0.05,0.094,0.005
8.26,2062.277,2062.277,39.234,39.458,-10.489,10.489,118.222,0.03,118.222,90.012,4.199,0.063,28.61,-80.6,0.229,-6.91e-6,-3.266,-0.002,81.36,89.954,3967,245,0.393,0.002,9.79,1222,904,4.036,0,0,2.771,0.628,0.355,0.211,0.063,0.628,0.043,0.177,-4.067e-4,0,0,0,0,-0.003,1.597,90.012,10.914,940.2,0.001,337.913,0.117,4.087e6,79,50,0.05,0.094,0.005
8.31,2068.668,2068.668,38.71,38.937,-10.471,10.471,118.911,0.03,118.911,90.012,4.196,0.06,28.61,-80.6,0.286,-6.944e-6,-2.807,-0.002,81.188,89.954,3967,245,0.393,0.002,9.79,1222,904,4.033,0,0,2.699,0.628,0.355,0.211,0.063,0.628,0.046,0.188,5.452e-5,0,0,0,0,-0.002,1.617,90.012,10.902,940,0.001,337.905,0.116,4.033e6,79,50,0.05,0.095,0.005
8.36,2074.977,2074.977,38.187,38.417,-10.451,10.451,119.6,0.033,119.6,90.012,4.192,0.074,28.61,-80.6,0.172,-6.898e-6,-2.406,-0.003,81.074,89.954,3967,245,0.393,0.002,9.79,1223,904,4.048,0,0,2.628,0.628,0.355,0.211,0.063,0.628,0.032,0.132,-1.949e-4,0,0,0,0,-0.002,1.682,90.012,10.889,939.8,0.001,337.898,0.114,3.98e6,79,50,0.05,0.095,0.005
8.41,2081.198,2081.198,37.665,37.897,-10.428,10.429,120.285,0.033,120.285,90.012,4.188,0.105,28.61,-80.6,0.006,-6.893e-6,-2.235,-0.115,80.959,89.954,3967,245,0.393,0.002,9.79,1226,904,4.085,0,0,2.56,0.628,0.355,0.211,0.063,0.628,0.001,0.006,-4.82e-5,0,0,0,0,-0.002,1.802,90.012,10.877,939.6,0.001,337.89,0.113,3.928e6,79,50,0.05,0.095,0.005
8.46,2087.333,2087.333,37.144,37.379,-10.407,10.408,120.971,0.033,120.971,90.012,4.182,0.132,28.61,-80.6,0.172,-6.875e-6,2.349,-0.006,80.844,89.954,3967,245,0.393,0.002,9.79,1223,904,4.054,0,0,2.493,0.628,0.355,0.21,0.063,0.628,0.027,0.109,2.926e-4,0,0,0,0,0.002,1.908,90.012,10.865,939.4,0.001,337.883,0.111,3.876e6,79,50,0.05,0.096,0.005
8.51,2093.383,2093.383,36.624,36.862,-10.389,10.39,121.657,0.033,121.657,90.012,4.175,0.135,28.61,-80.6,0.172,-6.87e-6,2.636,-0.004,80.73,89.954,3967,245,0.393,0.002,9.79,1223,904,4.047,0,0,2.426,0.628,0.355,0.21,0.063,0.628,0.033,0.133,-2.216e-4,0,0,0,0,0.002,1.933,90.012,10.853,939.2,0.001,337.876,0.11,3.823e6,79,50,0.05,0.096,0.005
8.56,2099.35,2099.35,36.105,36.345,-10.374,10.375,122.343,0.033,122.343,90.012,4.169,0.121,28.61,-80.6,0.115,-6.864e-6,2.865,-0.004,80.558,89.954,3967,245,0.393,0.002,9.79,1224,904,4.062,0,0,2.357,0.628,0.355,0.21,0.063,0.628,0.02,0.08,3.146e-4,0,0,0,0,0.003,1.896,90.012,10.841,939,0.001,337.868,0.108,3.769e6,79,50,0.05,0.096,0.005
8.61,2105.23,2105.23,35.587,35.83,-10.36,10.36,123.025,0.033,123.025,90.012,4.163,0.101,28.61,-80.6,0.002,-6.864e-6,2.979,-0.115,80.443,89.954,3967,245,0.393,0.002,9.79,1226,904,4.085,0,0,2.29,0.628,0.355,0.21,0.063,0.628,3.264e-4,-0.002,4.058e-4,0,0,0,0,0.003,1.837,90.012,10.829,938.8,0.001,337.861,0.107,3.715e6,79,50,0.05,0.096,0.005
8.66,2111.024,2111.024,35.069,35.315,-10.347,10.347,123.707,0.033,123.707,90.012,4.159,0.079,28.61,-80.6,0.115,-6.853e-6,-2.865,3.076e-4,80.271,89.954,3967,245,0.393,0.002,9.79,1224,904,4.059,0,0,2.224,0.628,0.355,0.21,0.063,0.628,0.023,0.096,3.974e-4,0,0,0,0,-0.003,1.764,90.012,10.818,938.6,0.001,337.854,0.105,3.661e6,79,50,0.05,0.097,0.005
